author_a,author_b,author_a_name,author_b_name,papers_shared,weight_frac,both_faculty
diamond_douglasw_02,duffie_darrell_01,Douglas W. Diamond,Darrell Duffie,1,0.076923,false
diamond_douglasw_02,french_kennethr_01,Douglas W. Diamond,Kenneth R. French,1,0.076923,false
diamond_douglasw_02,kashyap_anil_01,Douglas W. Diamond,Anil Kashyap,1,0.076923,false
diamond_douglasw_02,mishkin_frederics_01,Douglas W. Diamond,Frederic S. Mishkin,1,0.076923,false
diamond_douglasw_02,rajan_graghuram_01,Douglas W. Diamond,g. Raghuram Rajan,1,0.076923,false
diamond_douglasw_02,shiller_robertj_01,Douglas W. Diamond,Robert J. Shiller,1,0.076923,false
diamond_douglasw_02,shin_hyunsong_01,Douglas W. Diamond,Hyun Song Shin,1,0.076923,false
diamond_douglasw_02,slaughter_matthewj_01,Douglas W. Diamond,Matthew J. Slaughter,1,0.076923,false
diamond_douglasw_02,stein_jeremy_03,Douglas W. Diamond,Jeremy Stein,1,0.076923,false
diamond_douglasw_02,stulz_renem_01,Douglas W. Diamond,Ren\'e M. Stulz,1,0.076923,false
diamond_rebecca_03,dickstein_michael_01,Rebecca Diamond,Michael Dickstein,1,0.333333,false
diamond_rebecca_03,dube_jeanpierre_02,Rebecca Diamond,Jean-Pierre Dubé,1,0.200000,false
diamond_rebecca_03,foster_thomasb_02,Rebecca Diamond,Thomas B. Foster,1,0.166667,false
diamond_rebecca_03,gaubert_cecile_01,Rebecca Diamond,Cecile Gaubert,1,1.000000,false
diamond_rebecca_03,guren_adamm_01,Rebecca Diamond,Adam M Guren,1,0.500000,false
diamond_rebecca_03,hall_jonathanv_03,Rebecca Diamond,Jonathan V. Hall,1,0.250000,false
diamond_rebecca_03,handbury_jessie_01,Rebecca Diamond,Jessie Handbury,1,0.200000,false
diamond_rebecca_03,huang_zong_07,Rebecca Diamond,Zong Huang,1,0.500000,false
diamond_rebecca_03,imbens_guidow_01,Rebecca Diamond,Guido W. Imbens,1,0.333333,false
diamond_rebecca_03,jiranaphawiboon_abhisit_01,Rebecca Diamond,Abhisit Jiranaphawiboon,1,0.250000,false
diamond_rebecca_03,kolesar_michal_01,Rebecca Diamond,Michal Kolesar,1,0.333333,false
diamond_rebecca_03,list_johna_01,Rebecca Diamond,John A. List,1,0.250000,false
diamond_rebecca_03,moretti_enrico_01,Rebecca Diamond,Enrico Moretti,1,1.000000,false
diamond_rebecca_03,pakes_ariel_01,Rebecca Diamond,Ariel Pakes,1,1.000000,true
diamond_rebecca_03,pousada_beatriz_01,Rebecca Diamond,Beatriz Pousada,1,0.250000,false
diamond_rebecca_03,rahkovsky_ilya_01,Rebecca Diamond,Ilya Rahkovsky,1,0.200000,false
diamond_rebecca_03,schnell_molly_01,Rebecca Diamond,Molly Schnell,1,0.200000,false
diamond_rebecca_03,serrato_juancarlossuarez_01,Rebecca Diamond,Juan Carlos Suárez Serrato,1,1.000000,false
diamond_rebecca_03,tan_rose_01,Rebecca Diamond,Rose Tan,1,0.500000,false
dias_pedrorosa_01,ferrara_elianala_01,Pedro Rosa Dias,Eliana La Ferrara,1,0.250000,false
dias_pedrorosa_01,olvera_victororozco_01,Pedro Rosa Dias,Victor Orozco Olvera,1,0.250000,false
diaz_delavane_01,errickson_frank_01,Delavane Diaz,Frank Errickson,1,0.043478,false
diaz_delavane_01,kingdon_cora_01,Delavane Diaz,Cora Kingdon,1,0.043478,false
diaz_delavane_01,moore_francesc_02,Delavane Diaz,Frances C. Moore,1,0.043478,false
diaz_delavane_01,muller_ulrichk_01,Delavane Diaz,Ulrich K. Muller,1,0.043478,false
diaz_delavane_01,newell_richardg_01,Delavane Diaz,Richard G. Newell,1,0.043478,false
diaz_delavane_01,parthum_bryan_01,Delavane Diaz,Bryan Parthum,1,0.043478,false
diaz_delavane_01,pelvin_richardj_01,Delavane Diaz,Richard J. Pelvin,1,0.043478,false
diaz_delavane_01,pizer_william_01,Delavane Diaz,William Pizer,1,0.043478,false
diaz_delavane_01,prest_brianc_01,Delavane Diaz,Brian C. Prest,1,0.043478,false
diaz_delavane_01,raftery_adriane_01,Delavane Diaz,Adrian E. Raftery,1,0.043478,false
diaz_delavane_01,rennels_lisa_01,Delavane Diaz,Lisa Rennels,1,0.043478,false
diaz_delavane_01,rennert_kevin_01,Delavane Diaz,Kevin Rennert,1,0.043478,false
diaz_delavane_01,sevcikova_hana_01,Delavane Diaz,Hana Sevc\'\ikov\'a,1,0.043478,false
diaz_delavane_01,sheets_hannah_01,Delavane Diaz,Hannah Sheets,1,0.043478,false
diaz_delavane_01,smith_david_06,Delavane Diaz,David Smith,1,0.043478,false
diaz_delavane_01,stock_james_01,Delavane Diaz,James Stock,1,0.043478,false
diaz_delavane_01,tan_tammy_02,Delavane Diaz,Tammy Tan,1,0.043478,false
diaz_delavane_01,watson_markw_02,Delavane Diaz,Mark W. Watson,1,0.043478,false
diaz_delavane_01,wingenroth_jordan_01,Delavane Diaz,Jordan Wingenroth,1,0.043478,false
diaz_delavane_01,wong_tonye_05,Delavane Diaz,Tony E. Wong,1,0.043478,false
dickens_william_01,lang_kevin_02,William Dickens,Kevin Lang,1,0.333333,false
dickens_william_01,summers_lawrenceh_01,William Dickens,Lawrence H. Summers,1,0.333333,false
dickstein_michael_01,mcquade_timothyj_01,Michael Dickstein,Timothy J McQuade,1,0.333333,false
dickstein_michael_01,persson_petra_02,Michael Dickstein,Petra Persson,1,0.333333,false
dienes_zoltan_01,dreber_anna_01,Zoltan Dienes,Anna Dreber,1,0.014085,false
dienes_zoltan_01,easwaran_kenny_01,Zoltan Dienes,Kenny Easwaran,1,0.014085,false
dienes_zoltan_01,efferson_charles_01,Zoltan Dienes,Charles Efferson,1,0.014085,false
dienes_zoltan_01,fehr_ernst_01,Zoltan Dienes,Ernst Fehr,1,0.014085,false
dienes_zoltan_01,fidler_fiona_01,Zoltan Dienes,Fiona Fidler,1,0.014085,false
dienes_zoltan_01,field_andy_01,Zoltan Dienes,Andy Field,1,0.014085,false
dienes_zoltan_01,forster_malcolm_01,Zoltan Dienes,Malcolm Forster,1,0.014085,false
dienes_zoltan_01,george_ed_01,Zoltan Dienes,Ed George,1,0.014085,false
dienes_zoltan_01,gonzalez_richard_03,Zoltan Dienes,Richard Gonzalez,1,0.014085,false
dienes_zoltan_01,goodman_steve_02,Zoltan Dienes,Steve Goodman,1,0.014085,false
dienes_zoltan_01,green_don_02,Zoltan Dienes,Don Green,1,0.014085,false
dienes_zoltan_01,green_ed_03,Zoltan Dienes,Ed Green,1,0.014085,false
dienes_zoltan_01,greenwald_anthony_01,Zoltan Dienes,Anthony Greenwald,1,0.014085,false
dienes_zoltan_01,hadfield_jarrod_01,Zoltan Dienes,Jarrod Hadfield,1,0.014085,false
dienes_zoltan_01,hedges_larryv_01,Zoltan Dienes,Larry V. Hedges,1,0.014085,false
dienes_zoltan_01,held_leonhard_01,Zoltan Dienes,Leonhard Held,1,0.014085,false
dienes_zoltan_01,ho_teck_05,Zoltan Dienes,Teck Ho,1,0.014085,false
dienes_zoltan_01,hoijtink_herbert_01,Zoltan Dienes,Herbert Hoijtink,1,0.014085,false
dienes_zoltan_01,hruschka_danielj_01,Zoltan Dienes,Daniel J. Hruschka,1,0.014085,false
dienes_zoltan_01,imai_kosuke_01,Zoltan Dienes,Kosuke Imai,1,0.014085,false
dienes_zoltan_01,imbens_guidow_01,Zoltan Dienes,Guido W. Imbens,1,0.014085,false
dienes_zoltan_01,ioannidis_johnpa_01,Zoltan Dienes,John P. A. Ioannidis,1,0.014085,false
dienes_zoltan_01,jeon_minjeong_02,Zoltan Dienes,Minjeong Jeon,1,0.014085,false
dienes_zoltan_01,johannesson_magnus_01,Zoltan Dienes,Magnus Johannesson,1,0.014085,false
dienes_zoltan_01,johnson_valen_06,Zoltan Dienes,Valen Johnson,1,0.014085,false
dienes_zoltan_01,jones_jamesholland_03,Zoltan Dienes,James Holland Jones,1,0.014085,false
dienes_zoltan_01,kirchler_michael_01,Zoltan Dienes,Michael Kirchler,1,0.014085,false
dienes_zoltan_01,laibson_david_01,Zoltan Dienes,David Laibson,1,0.014085,false
dienes_zoltan_01,list_johna_01,Zoltan Dienes,John A. List,1,0.014085,false
dienes_zoltan_01,little_roderick_01,Zoltan Dienes,Roderick Little,1,0.014085,false
dienes_zoltan_01,lupia_arthur_01,Zoltan Dienes,Arthur Lupia,1,0.014085,false
dienes_zoltan_01,machery_edouard_01,Zoltan Dienes,Edouard Machery,1,0.014085,false
dienes_zoltan_01,maxwell_scott_01,Zoltan Dienes,Scott Maxwell,1,0.014085,false
dienes_zoltan_01,mccarthy_michael_01,Zoltan Dienes,Michael McCarthy,1,0.014085,false
dienes_zoltan_01,moore_don_01,Zoltan Dienes,Don Moore,1,0.014085,false
dienes_zoltan_01,morgan_stephen_01,Zoltan Dienes,Stephen Morgan,1,0.014085,false
dienes_zoltan_01,munafo_marcus_01,Zoltan Dienes,Marcus Munafo,1,0.014085,false
dienes_zoltan_01,nakagawa_shinichi_01,Zoltan Dienes,Shinichi Nakagawa,1,0.014085,false
dienes_zoltan_01,nosek_brian_01,Zoltan Dienes,Brian Nosek,1,0.014085,false
dienes_zoltan_01,nyhan_brendan_01,Zoltan Dienes,Brendan Nyhan,1,0.014085,false
dienes_zoltan_01,parker_timothy_02,Zoltan Dienes,Timothy Parker,1,0.014085,false
dienes_zoltan_01,pericchi_luis_01,Zoltan Dienes,Luis Pericchi,1,0.014085,false
dienes_zoltan_01,perugini_marco_01,Zoltan Dienes,Marco Perugini,1,0.014085,false
dienes_zoltan_01,rouder_jeffrey_01,Zoltan Dienes,Jeffrey Rouder,1,0.014085,false
dienes_zoltan_01,rousseau_judith_01,Zoltan Dienes,Judith Rousseau,1,0.014085,false
dienes_zoltan_01,savalei_victoria_01,Zoltan Dienes,Victoria Savalei,1,0.014085,false
dienes_zoltan_01,schonbrodt_felix_01,Zoltan Dienes,"Felix Sch\""onbrodt",1,0.014085,false
dienes_zoltan_01,sellke_thomas_01,Zoltan Dienes,Thomas Sellke,1,0.014085,false
dienes_zoltan_01,sinclair_betsy_01,Zoltan Dienes,Betsy Sinclair,1,0.014085,false
dienes_zoltan_01,tingley_dustin_01,Zoltan Dienes,Dustin Tingley,1,0.014085,false
dienes_zoltan_01,vazire_simine_01,Zoltan Dienes,Simine Vazire,1,0.014085,false
dienes_zoltan_01,wagenmakers_ericjan_01,Zoltan Dienes,Eric-Jan Wagenmakers,1,0.014085,false
dienes_zoltan_01,watts_duncan_01,Zoltan Dienes,Duncan Watts,1,0.014085,false
dienes_zoltan_01,winship_christopher_01,Zoltan Dienes,Christopher Winship,1,0.014085,false
dienes_zoltan_01,wolpert_robertl_01,Zoltan Dienes,Robert L. Wolpert,1,0.014085,false
dienes_zoltan_01,xie_yu_03,Zoltan Dienes,Yu Xie,1,0.014085,false
dienes_zoltan_01,young_cristobal_02,Zoltan Dienes,Cristobal Young,1,0.014085,false
dienes_zoltan_01,zandt_trishavan_01,Zoltan Dienes,Trisha Van Zandt,1,0.014085,false
dienes_zoltan_01,zinman_jonathan_01,Zoltan Dienes,Jonathan Zinman,1,0.014085,false
dietz_simon_01,gillingham_kennetht_01,Simon Dietz,Kenneth T. Gillingham,1,0.125000,false
dietz_simon_01,groom_ben_01,Simon Dietz,Ben Groom,1,0.125000,false
dietz_simon_01,kelleher_jpaul_01,Simon Dietz,J. Paul Kelleher,1,0.125000,false
dietz_simon_01,moore_francesc_02,Simon Dietz,Frances C. Moore,1,0.125000,false
dietz_simon_01,stock_james_01,Simon Dietz,James Stock,1,0.125000,false
dietz_simon_01,wagner_gernot_01,Simon Dietz,Gernot Wagner,1,0.125000,false
diez_federico_01,gopinath_gita_01,Federico Diez,Gita Gopinath,1,0.200000,false
diez_federico_01,gourinchas_pierreolivier_01,Federico Diez,Pierre-Olivier Gourinchas,1,0.200000,false
diez_federico_01,plagborgmoller_mikkel_01,Federico Diez,Mikkel Plagborg-Moller,1,0.200000,false
dillon_withmoirar_01,duflo_esther_01,with Moira R. Dillon,Esther Duflo),1,0.250000,false
dillon_withmoirar_01,kannan_harini_01,with Moira R. Dillon,Harini Kannan,1,0.250000,false
dillon_withmoirar_01,spelke_elizabeths_01,with Moira R. Dillon,Elizabeth S. Spelke,1,0.250000,false
ding_ying_01,freeman_richardb_01,Ying Ding,Richard B. Freeman,1,0.062500,false
ding_ying_01,jeong_minbyul_01,Ying Ding,Minbyul Jeong,1,0.062500,false
ding_ying_01,kang_jaewoo_03,Ying Ding,Jaewoo Kang,1,0.062500,false
ding_ying_01,lee_jinhyuk_06,Ying Ding,Jinhyuk Lee,1,0.062500,false
ding_ying_01,leng_yan_01,Ying Ding,Yan Leng,1,0.062500,false
ding_ying_01,li_daifeng_01,Ying Ding,Daifeng Li,1,0.062500,false
ding_ying_01,liu_meijun_03,Ying Ding,Meijun Liu,1,0.062500,false
ding_ying_01,meyer_erict_02,Ying Ding,Eric T. Meyer,1,0.062500,false
ding_ying_01,min_chao_01,Ying Ding,Chao Min,1,0.062500,false
ding_ying_01,song_min_03,Ying Ding,Min Song,1,0.062500,false
ding_ying_01,sung_mujeen_01,Ying Ding,Mujeen Sung,1,0.062500,false
ding_ying_01,xu_jian_02,Ying Ding,Jian Xu,1,0.062500,false
ding_ying_01,yoon_wonjin_01,Ying Ding,Wonjin Yoon,1,0.062500,false
ding_ying_01,zhai_yujia_01,Ying Ding,Yujia Zhai,1,0.062500,false
directions_future_01,research_bargainingcurrent_01,Future Directions,Bargaining: Current Research,1,0.333333,false
directions_future_01,wolitzky_alexander_01,Future Directions,Alexander Wolitzky,1,0.333333,false
djankov_simeon_01,ganser_tim_01,Simeon Djankov,Tim Ganser,1,0.250000,false
djankov_simeon_01,glaesar_edwardl_01,Simeon Djankov,Edward L. Glaesar,1,0.333333,false
djankov_simeon_01,hanna_rema_01,Simeon Djankov,Rema Hanna,1,0.333333,false
djankov_simeon_01,hart_oliver_01,Simeon Djankov,Oliver Hart,1,0.333333,false
djankov_simeon_01,mullainathan_sendhil_01,Simeon Djankov,Sendhil Mullainathan,1,0.333333,false
djankov_simeon_01,nenova_tatiana_01,Simeon Djankov,Tatiana Nenova,1,0.333333,false
djankov_simeon_01,ramalho_rita_01,Simeon Djankov,Rita Ramalho,1,0.250000,false
djankov_simeon_01,schleifer_andrei_01,Simeon Djankov,Andrei Schleifer,1,0.333333,false
dobbie_will_01,goldman_benjamin_01,Will Dobbie,Benjamin Goldman,1,0.250000,false
dobbie_will_01,porter_sonyar_03,Will Dobbie,Sonya R. Porter,1,0.250000,false
dobbie_will_01,yang_crystal_02,Will Dobbie,Crystal Yang,1,0.250000,false
docherty_anna_01,esko_tonu_01,Anna Docherty,T\~onu Esko,1,0.020000,false
docherty_anna_01,fitzsimons_emla_01,Anna Docherty,Emla Fitzsimons,1,0.020000,false
docherty_anna_01,freese_jeremy_01,Anna Docherty,Jeremy Freese,1,0.020000,false
docherty_anna_01,goebel_jan_01,Anna Docherty,Jan Goebel,1,0.020000,false
docherty_anna_01,guan_junming_01,Anna Docherty,Junming Guan,1,0.020000,false
docherty_anna_01,harden_paige_02,Anna Docherty,Paige Harden,1,0.020000,false
docherty_anna_01,harris_kathleenmullan_02,Anna Docherty,Kathleen Mullan Harris,1,0.020000,false
docherty_anna_01,hayward_caroline_01,Anna Docherty,Caroline Hayward,1,0.020000,false
docherty_anna_01,herd_pamela_01,Anna Docherty,Pamela Herd,1,0.020000,false
docherty_anna_01,hertwig_ralph_01,Anna Docherty,Ralph Hertwig,1,0.020000,false
docherty_anna_01,iacono_williamg_01,Anna Docherty,William G. Iacono,1,0.020000,false
docherty_anna_01,jala_jonathan_01,Anna Docherty,Jonathan Jala,1,0.020000,false
docherty_anna_01,kleinman_aaron_01,Anna Docherty,Aaron Kleinman,1,0.020000,false
docherty_anna_01,koellinger_philippd_01,Anna Docherty,Philipp D. Koellinger,1,0.020000,false
docherty_anna_01,krueger_robertf_03,Anna Docherty,Robert F. Krueger,1,0.020000,false
docherty_anna_01,laibson_david_01,Anna Docherty,David Laibson,1,0.020000,false
docherty_anna_01,magnusson_patrikke_01,Anna Docherty,Patrik K. E. Magnusson,1,0.020000,false
docherty_anna_01,maj_carlo_01,Anna Docherty,Carlo Maj,1,0.020000,false
docherty_anna_01,mcgue_matt_01,Anna Docherty,Matt McGue,1,0.020000,false
docherty_anna_01,meyer_michellen_04,Anna Docherty,Michelle N. Meyer,1,0.020000,false
docherty_anna_01,moffitt_terriee_01,Anna Docherty,Terrie E. Moffitt,1,0.020000,false
docherty_anna_01,morris_tim_04,Anna Docherty,Tim Morris,1,0.020000,false
docherty_anna_01,okbay_aysu_02,Anna Docherty,Aysu Okbay,1,0.020000,false
docherty_anna_01,oskarsson_sven_01,Anna Docherty,Sven Oskarsson,1,0.020000,false
docherty_anna_01,pahnke_charlotte_01,Anna Docherty,Charlotte Pahnke,1,0.020000,false
docherty_anna_01,ploubidis_george_01,Anna Docherty,George Ploubidis,1,0.020000,false
docherty_anna_01,poulton_richie_01,Anna Docherty,Richie Poulton,1,0.020000,false
docherty_anna_01,richter_david_01,Anna Docherty,David Richter,1,0.020000,false
docherty_anna_01,sands_harry_02,Anna Docherty,Harry Sands,1,0.020000,false
docherty_anna_01,shabalin_andrey_01,Anna Docherty,Andrey Shabalin,1,0.020000,false
docherty_anna_01,spinath_frank_01,Anna Docherty,Frank Spinath,1,0.020000,false
docherty_anna_01,steptoe_andrew_01,Anna Docherty,Andrew Steptoe,1,0.020000,false
docherty_anna_01,sugden_karen_01,Anna Docherty,Karen Sugden,1,0.020000,false
docherty_anna_01,team_23andmeresearch_01,Anna Docherty,23andMe Research Team,1,0.020000,false
docherty_anna_01,team_estonian_02,Anna Docherty,Estonian Team,1,0.020000,false
docherty_anna_01,terskaya_anastasia_01,Anna Docherty,Anastasia Terskaya,1,0.020000,false
docherty_anna_01,tuckerdrob_elliotm_01,Anna Docherty,Elliot M. Tucker-Drob,1,0.020000,false
docherty_anna_01,turley_patrick_01,Anna Docherty,Patrick Turley,1,0.020000,false
docherty_anna_01,vainik_uku_01,Anna Docherty,Uku Vainik,1,0.020000,false
docherty_anna_01,williams_benjamins_01,Anna Docherty,Benjamin S. Williams,1,0.020000,false
docherty_anna_01,young_alexander_01,Anna Docherty,Alexander Young,1,0.020000,false
dodge_kenneth_01,farkas_george_01,Kenneth Dodge,George Farkas,1,0.125000,false
dodge_kenneth_01,fryer_roland_01,Kenneth Dodge,Roland Fryer,1,0.125000,false
dodge_kenneth_01,guryan_jonathan_01,Kenneth Dodge,Jonathan Guryan,1,0.125000,false
dodge_kenneth_01,ludwig_jenso_02,Kenneth Dodge,Jens O Ludwig,1,0.125000,false
dodge_kenneth_01,mayer_susan_01,Kenneth Dodge,Susan Mayer,1,0.125000,false
dodge_kenneth_01,pollack_harold_01,Kenneth Dodge,Harold Pollack,1,0.125000,false
dodge_kenneth_01,steinberg_laurence_02,Kenneth Dodge,Laurence Steinberg,1,0.125000,false
dolan_conor_01,eibich_peter_01,Conor Dolan,Peter Eibich,1,0.010417,false
dolan_conor_01,eqtlgenconsortium_x_01,Conor Dolan,eQTLgen_Consortium,1,0.010417,false
dolan_conor_01,esko_tonu_01,Conor Dolan,T\~onu Esko,1,0.010417,false
dolan_conor_01,fehr_ernst_01,Conor Dolan,Ernst Fehr,1,0.010417,false
dolan_conor_01,fischbacher_urs_01,Conor Dolan,Urs Fischbacher,1,0.010417,false
dolan_conor_01,fontana_markalan_01,Conor Dolan,Mark Alan Fontana,1,0.010417,false
dolan_conor_01,fontanillas_pierre_01,Conor Dolan,Pierre Fontanillas,1,0.010417,false
dolan_conor_01,gonzalez_juan_01,Conor Dolan,Juan Gonzalez,1,0.010417,false
dolan_conor_01,gratten_jacob_01,Conor Dolan,Jacob Gratten,1,0.010417,false
dolan_conor_01,groenen_patrickjf_01,Conor Dolan,Patrick J.F. Groenen,1,0.010417,false
dolan_conor_01,hammerschlag_anke_01,Conor Dolan,Anke Hammerschlag,1,0.010417,false
dolan_conor_01,harris_kathleenmullan_02,Conor Dolan,Kathleen Mullan Harris,1,0.010417,false
dolan_conor_01,hasler_gregor_01,Conor Dolan,Gregor Hasler,1,0.010417,false
dolan_conor_01,hinds_davida_01,Conor Dolan,David A. Hinds,1,0.010417,false
dolan_conor_01,hofman_albert_01,Conor Dolan,Albert Hofman,1,0.010417,false
dolan_conor_01,ikram_mohammad_01,Conor Dolan,Mohammad Ikram,1,0.010417,false
dolan_conor_01,internationalcannabisconsortium_x_01,Conor Dolan,International_Cannabis_Consortium,1,0.010417,false
dolan_conor_01,jain_sonia_02,Conor Dolan,Sonia Jain,1,0.010417,false
dolan_conor_01,johannesson_magnus_01,Conor Dolan,Magnus Johannesson,1,0.010417,false
dolan_conor_01,joshi_peterk_01,Conor Dolan,Peter K. Joshi,1,0.010417,false
dolan_conor_01,karhunen_ville_01,Conor Dolan,Ville Karhunen,1,0.010417,false
dolan_conor_01,karlsson_robert_01,Conor Dolan,Robert Karlsson,1,0.010417,false
dolan_conor_01,kessler_ronaldc_02,Conor Dolan,Ronald C. Kessler,1,0.010417,false
dolan_conor_01,kleinman_aaron_01,Conor Dolan,Aaron Kleinman,1,0.010417,false
dolan_conor_01,koellinger_philippd_01,Conor Dolan,Philipp D. Koellinger,1,0.010417,false
dolan_conor_01,kong_edward_02,Conor Dolan,Edward Kong,1,0.010417,false
dolan_conor_01,kooyman_maarten_01,Conor Dolan,Maarten Kooyman,1,0.010417,false
dolan_conor_01,kumari_meena_01,Conor Dolan,Meena Kumari,1,0.010417,false
dolan_conor_01,laibson_david_01,Conor Dolan,David Laibson,1,0.010417,false
dolan_conor_01,lebreton_mael_01,Conor Dolan,"Ma\""el Lebreton",1,0.010417,false
dolan_conor_01,lee_jamesj_05,Conor Dolan,James J. Lee,1,0.010417,false
dolan_conor_01,levin_remy_01,Conor Dolan,Remy Levin,1,0.010417,false
dolan_conor_01,lill_christina_01,Conor Dolan,Christina Lill,1,0.010417,false
dolan_conor_01,linner_richardkarlsson_01,Conor Dolan,Richard Karlsson Linner,1,0.010417,false
dolan_conor_01,mackillop_james_01,Conor Dolan,James MacKillop,1,0.010417,false
dolan_conor_01,magnusson_patrikke_01,Conor Dolan,Patrik K. E. Magnusson,1,0.010417,false
dolan_conor_01,mannikko_minna_01,Conor Dolan,"Minna M\""annikk\""o",1,0.010417,false
dolan_conor_01,mcqueen_matthew_02,Conor Dolan,Matthew McQueen,1,0.010417,false
dolan_conor_01,meddens_fleur_01,Conor Dolan,Fleur Meddens,1,0.010417,false
dolan_conor_01,meddens_gerardus_02,Conor Dolan,Gerardus Meddens,1,0.010417,false
dolan_conor_01,meyer_michellen_04,Conor Dolan,Michelle N. Meyer,1,0.010417,false
dolan_conor_01,morcillosuarez_carlos_01,Conor Dolan,Carlos Morcillo-Suarez,1,0.010417,false
dolan_conor_01,muntane_gerard_01,Conor Dolan,Gerard Muntan\'e,1,0.010417,false
dolan_conor_01,navarro_arcadi_01,Conor Dolan,Arcadi Navarro,1,0.010417,false
dolan_conor_01,nivard_michel_01,Conor Dolan,Michel Nivard,1,0.010417,false
dolan_conor_01,okbay_aysu_02,Conor Dolan,Aysu Okbay,1,0.010417,false
dolan_conor_01,palmer_abraham_01,Conor Dolan,Abraham Palmer,1,0.010417,false
dolan_conor_01,pers_tuneh_01,Conor Dolan,Tune H. Pers,1,0.010417,false
dolan_conor_01,posthuma_danielle_01,Conor Dolan,Danielle Posthuma,1,0.010417,false
dolan_conor_01,psychiatricgenomicsconsortium_x_01,Conor Dolan,Psychiatric_Genomics_Consortium,1,0.010417,false
dolan_conor_01,rietveld_corneliusa_01,Conor Dolan,Cornelius A. Rietveld,1,0.010417,false
dolan_conor_01,rooij_vanfrank_02,Conor Dolan,van Frank Rooij,1,0.010417,false
dolan_conor_01,sanchezroige_sandra_01,Conor Dolan,Sandra Sanchez-Roige,1,0.010417,false
dolan_conor_01,schmidt_klaus_02,Conor Dolan,Klaus Schmidt,1,0.010417,false
dolan_conor_01,schunk_daniel_01,Conor Dolan,Daniel Schunk,1,0.010417,false
dolan_conor_01,smart_melissac_01,Conor Dolan,Melissa C. Smart,1,0.010417,false
dolan_conor_01,socialsciencegeneticassociationconsortium_x_01,Conor Dolan,Social_Science_Genetic_Association_Consortium,1,0.010417,false
dolan_conor_01,stein_murray_04,Conor Dolan,Murray Stein,1,0.010417,false
dolan_conor_01,sutter_matthias_01,Conor Dolan,Matthias Sutter,1,0.010417,false
dolan_conor_01,svento_rauli_01,Conor Dolan,Rauli Svento,1,0.010417,false
dolan_conor_01,taskesen_erdogan_01,Conor Dolan,Erdogan Taskesen,1,0.010417,false
dolan_conor_01,thurik_aroy_01,Conor Dolan,A. Roy Thurik,1,0.010417,false
dolan_conor_01,tiemeier_henning_01,Conor Dolan,Henning Tiemeier,1,0.010417,false
dolan_conor_01,timmers_paulrhj_01,Conor Dolan,Paul RHJ Timmers,1,0.010417,false
dolan_conor_01,timshel_pascaln_01,Conor Dolan,Pascal N. Timshel,1,0.010417,false
dolan_conor_01,tino_stephen_01,Conor Dolan,Stephen Tino,1,0.010417,false
dolan_conor_01,trzaskowski_maciej_01,Conor Dolan,Maciej Trzaskowski,1,0.010417,false
dolan_conor_01,turley_patrick_01,Conor Dolan,Patrick Turley,1,0.010417,false
dolan_conor_01,uitterlinden_andre_01,Conor Dolan,Andre Uitterlinden,1,0.010417,false
dolan_conor_01,ursano_robert_01,Conor Dolan,Robert Ursano,1,0.010417,false
dolan_conor_01,vlaming_deronald_01,Conor Dolan,de Ronald Vlaming,1,0.010417,false
dolan_conor_01,wagner_gert_02,Conor Dolan,Gert Wagner,1,0.010417,false
dolan_conor_01,wedow_robbee_01,Conor Dolan,Robbee Wedow,1,0.010417,false
dolan_conor_01,white_jon_05,Conor Dolan,Jon White,1,0.010417,false
dolan_conor_01,wilson_jamesf_01,Conor Dolan,James F. Wilson,1,0.010417,false
dolan_conor_01,wit_deharriet_01,Conor Dolan,de Harriet Wit,1,0.010417,false
dolan_conor_01,wu_yang_06,Conor Dolan,Yang Wu,1,0.010417,false
dolan_conor_01,yang_jian_07,Conor Dolan,Jian Yang,1,0.010417,false
dolan_conor_01,zhang_futao_03,Conor Dolan,Futao Zhang,1,0.010417,false
dolan_conor_01,zund_christian_01,Conor Dolan,"Christian Z\""und",1,0.010417,false
domash_alex_01,faberman_jason_01,Alex Domash,Jason Faberman,1,0.250000,false
domash_alex_01,mueller_andreasi_01,Alex Domash,Andreas I. Mueller,1,0.250000,false
domash_alex_01,sahin_aysegul_01,Alex Domash,Ayşegül Şahin,1,0.250000,false
domingue_benjaminw_01,eriksson_nicholas_01,Benjamin W. Domingue,Nicholas Eriksson,1,0.040000,false
domingue_benjaminw_01,esko_tonu_02,Benjamin W. Domingue,Tonu Esko,1,0.040000,false
domingue_benjaminw_01,hinds_davida_01,Benjamin W. Domingue,David A. Hinds,1,0.040000,false
domingue_benjaminw_01,johannesson_magnus_01,Benjamin W. Domingue,Magnus Johannesson,1,0.040000,false
domingue_benjaminw_01,kiefer_amyk_01,Benjamin W. Domingue,Amy K. Kiefer,1,0.040000,false
domingue_benjaminw_01,koellinger_philippd_01,Benjamin W. Domingue,Philipp D. Koellinger,1,0.040000,false
domingue_benjaminw_01,laibson_david_01,Benjamin W. Domingue,David Laibson,1,0.040000,false
domingue_benjaminw_01,magnusson_patrikke_01,Benjamin W. Domingue,Patrik K. E. Magnusson,1,0.040000,false
domingue_benjaminw_01,medland_sarahe_01,Benjamin W. Domingue,Sarah E. Medland,1,0.040000,false
domingue_benjaminw_01,mountain_joannal_01,Benjamin W. Domingue,Joanna L. Mountain,1,0.040000,false
