author_a,author_b,author_a_name,author_b_name,papers_shared,weight_frac,both_faculty
cesarini_david_01,esko_tonu_01,David Cesarini,T\~onu Esko,4,0.066884,false
cesarini_david_01,harris_kathleenmullan_02,David Cesarini,Kathleen Mullan Harris,4,0.066884,false
cesarini_david_01,herd_pamela_01,David Cesarini,Pamela Herd,4,0.082784,false
cesarini_david_01,hinds_davida_01,David Cesarini,David A. Hinds,4,0.100542,false
cesarini_david_01,kleinman_aaron_01,David Cesarini,Aaron Kleinman,4,0.066884,false
cesarini_david_01,rietveld_corneliusa_01,David Cesarini,Cornelius A. Rietveld,4,0.113769,false
cesarini_david_01,yang_jian_07,David Cesarini,Jian Yang,4,0.100112,false
chabris_christopherf_01,freese_jeremy_01,Christopher F. Chabris,Jeremy Freese,4,0.203134,false
chandrasekhar_arung_02,torres_carlos_02,Arun G. Chandrasekhar,Carlos Torres,4,0.283333,false
chang_tanwin_04,freeman_richardb_01,Tanwin Chang,Richard B. Freeman,4,2.333333,false
chattopadhyay_raghabendra_01,duflo_esther_01,Raghabendra Chattopadhyay,Esther Duflo),4,1.000000,false
chen_yuyu_14,yang_davidy_03,Yuyu Chen,David Y. Yang,4,2.750000,false
chernozhukov_victor_01,demirer_mert_01,Victor Chernozhukov,Mert Demirer,4,1.033333,false
chernozhukov_victor_01,kasahara_h_01,Victor Chernozhukov,H. Kasahara,4,2.000000,false
chernozhukov_victor_01,klaassen_sven_01,Victor Chernozhukov,Sven Klaassen,4,0.716667,false
chernozhukov_victor_01,lee_steven_11,Victor Chernozhukov,Steven Lee,4,1.500000,false
chernozhukov_victor_01,wang_weining_11,Victor Chernozhukov,Weining Wang,4,1.500000,false
chetty_raj_01,imbens_guidow_01,Raj Chetty,Guido W. Imbens,4,1.333333,false
chetty_raj_01,jackson_matthewo_02,Raj Chetty,Matthew O. Jackson,4,1.700000,false
chetty_raj_01,rockoff_jonah_02,Raj Chetty,Jonah Rockoff,4,2.000000,false
chetty_raj_01,stepner_michael_01,Raj Chetty,Michael Stepner,4,1.101190,false
chetty_raj_01,weber_andrea_01,Raj Chetty,Andrea Weber,4,1.666667,false
chi_wei_01,kleiner_morris_01,Wei Chi,Morris Kleiner,4,2.000000,false
choi_jamesj_01,volpp_keving_01,James J.Choi,Kevin G. Volpp,4,0.271669,false
cohodes_sarah_01,pathak_paraga_01,Sarah Cohodes,Parag A. Pathak,4,0.833333,false
congdon_williamj_01,kling_jeffreyr_01,William J. Congdon,Jeffrey R. Kling,4,1.410256,false
conley_daltonc_01,magnusson_patrikke_01,Dalton C. Conley,Patrik K. E. Magnusson,4,0.178974,false
cutler_davidm_01,gazelle_scott_01,David M. Cutler,Scott Gazelle,4,0.791667,false
cutler_davidm_01,goldman_danap_02,David M. Cutler,Dana P. Goldman,4,0.809524,false
cutler_davidm_01,horwitz_jillr_01,David M. Cutler,Jill R. Horwitz,4,2.000000,false
cutler_davidm_01,miller_grant_05,David M. Cutler,Grant Miller,4,3.500000,false
cutler_davidm_01,rosenthal_meredithb_01,David M. Cutler,Meredith B. Rosenthal,4,1.176190,false
cutler_davidm_01,schuur_jeremiahd_01,David M. Cutler,Jeremiah D. Schuur,4,1.000000,false
cutler_davidm_01,taksler_glenb_01,David M. Cutler,Glen B. Taksler,4,1.583333,false
damicowong_luca_01,dell_melissa_01,Luca D'Amico-Wong,Melissa Dell,4,0.877778,false
damicowong_luca_01,silcock_emily_01,Luca D'Amico-Wong,Emily Silcock,4,0.877778,false
dell_melissa_01,olken_benjamina_01,Melissa Dell,Benjamin A. Olken,4,2.166667,true
delong_jbradford_01,waldmann_robertj_01,J.Bradford DeLong,Robert J. Waldmann,4,1.333333,false
deming_davidj_01,yuchtman_noam_01,David J. Deming,Noam Yuchtman,4,1.250000,false
demirer_mert_01,duflo_esther_01,Mert Demirer,Esther Duflo),4,1.033333,false
diamond_wayne_04,freeman_richardb_01,Wayne Diamond,Richard B. Freeman,4,4.000000,false
djankov_simeon_01,mcliesh_caralee_01,Simeon Djankov,Caralee McLiesh,4,1.416667,false
dreze_jean_01,sen_amartya_01,Jean Dr\`eze,Amartya Sen,4,4.000000,false
driscoll_johnc_01,laibson_david_01,John C. Driscoll,David Laibson,4,1.500000,false
duflo_esther_01,imbert_clement_01,Esther Duflo),Clement Imbert,4,1.166667,false
duflo_esther_01,kannan_harini_01,Esther Duflo),Harini Kannan,4,0.635714,false
duflo_esther_01,keniston_daniel_01,Esther Duflo),Daniel Keniston,4,1.083333,false
duflo_esther_01,kremer_michael_01,Esther Duflo),Michael Kremer,4,0.937037,false
duflo_esther_01,pande_rohini_01,Esther Duflo),Rohini Pande,4,1.166667,false
duflo_esther_01,singh_nina_01,Esther Duflo),Nina Singh,4,1.083333,false
duflo_esther_01,torres_carlos_02,Esther Duflo),Carlos Torres,4,0.283333,false
duncan_gregj_01,sciandra_matthew_01,Greg J. Duncan,Matthew Sciandra,4,0.494048,false
dynarski_susanm_02,kane_thomasj_01,Susan M. Dynarski,Thomas J. Kane,4,1.000000,false
ed_x_01,press_mamit_07,ed.,MA: MIT Press,4,0.571429,false
eds_x_01,programs_socialsecurity_02,eds.,Social Security Programs,4,0.642857,false
eds_x_01,wise_davida_01,eds.,David A. Wise,4,0.642857,false
eichmeyer_sarah_01,goldsmithpinkham_paul_01,Sarah Eichmeyer,Paul Goldsmith-Pinkham,4,0.252632,false
eichmeyer_sarah_01,olken_benjamina_01,Sarah Eichmeyer,Benjamin A. Olken,4,0.283333,false
eichmeyer_sarah_01,torres_carlos_02,Sarah Eichmeyer,Carlos Torres,4,0.283333,false
enke_benjamin_01,falk_a_01,Benjamin Enke,A. Falk,4,1.200000,false
enke_benjamin_01,zimmermann_f_01,Benjamin Enke,F. Zimmermann,4,2.500000,false
ericson_keithmmarzilli_01,laibson_david_01,Keith M. Marzilli Ericson,David Laibson,4,1.916667,false
esko_tonu_01,harris_kathleenmullan_02,T\~onu Esko,Kathleen Mullan Harris,4,0.066884,false
esko_tonu_01,kleinman_aaron_01,T\~onu Esko,Aaron Kleinman,4,0.066884,false
esko_tonu_01,koellinger_philippd_01,T\~onu Esko,Philipp D. Koellinger,4,0.066884,false
esko_tonu_01,laibson_david_01,T\~onu Esko,David Laibson,4,0.066884,false
esko_tonu_01,magnusson_patrikke_01,T\~onu Esko,Patrik K. E. Magnusson,4,0.066884,false
esko_tonu_01,meyer_michellen_04,T\~onu Esko,Michelle N. Meyer,4,0.066884,false
esko_tonu_01,turley_patrick_01,T\~onu Esko,Patrick Turley,4,0.066884,false
feldstein_martin_02,summers_lawrenceh_01,Martin Feldstein,Lawrence H. Summers,4,4.000000,false
fershtman_chaim_01,pakes_ariel_01,Chaim Fershtman,Ariel Pakes,4,2.333333,false
finkelstein_amy_02,poterba_jamesm_02,Amy Finkelstein,James M. Poterba,4,3.500000,true
fish_sara_01,gonczarowski_yannaia_01,Sara Fish,Yannai A. Gonczarowski,4,1.583333,false
fort_teresac_01,tintelnot_felix_01,Teresa C. Fort,Felix Tintelnot,4,1.500000,false
frank_richardg_03,newhouse_josephp_02,Richard G. Frank,Joseph P. Newhouse,4,0.876190,false
freeman_richardb_01,iii_williamrodgers_05,Richard B. Freeman,William Rodgers III,4,4.000000,false
freeman_richardb_01,oostendorp_remco_01,Richard B. Freeman,Remco Oostendorp,4,4.000000,false
freeman_richardb_01,zhuge_liqun_01,Richard B. Freeman,Liqun Zhuge,4,1.750000,false
freese_jeremy_01,herd_pamela_01,Jeremy Freese,Pamela Herd,4,0.082784,false
freese_jeremy_01,koellinger_philippd_01,Jeremy Freese,Philipp D. Koellinger,4,0.082784,false
freese_jeremy_01,meyer_michellen_04,Jeremy Freese,Michelle N. Meyer,4,0.082784,false
freese_jeremy_01,oskarsson_sven_01,Jeremy Freese,Sven Oskarsson,4,0.082784,false
freese_jeremy_01,turley_patrick_01,Jeremy Freese,Patrick Turley,4,0.082784,false
friedman_john_03,rockoff_jonah_02,John Friedman,Jonah Rockoff,4,2.000000,false
froot_kenneth_01,rogoff_kenneth_01,Kenneth Froot,Kenneth Rogoff,4,2.333333,false
fryer_roland_01,list_johna_01,Roland Fryer,John A. List,4,1.666667,false
fryer_roland_01,loury_glenn_01,Roland Fryer,Glenn Loury,4,3.500000,false
fudenberg_drew_01,strzalecki_tomasz_01,Drew Fudenberg,Tomasz Strzalecki,4,2.333333,true
fuster_andreas_01,laibson_david_01,Andreas Fuster,David Laibson,4,1.750000,false
gennaioli_nicola_01,lopezdesilanes_florencio_01,Nicola Gennaioli,Florencio Lopez-de-Silanes,4,1.200000,false
gennetian_lisaa_01,sciandra_matthew_01,Lisa A. Gennetian,Matthew Sciandra,4,0.494048,false
gibbons_robert_01,waldman_m_01,Robert Gibbons,M. Waldman,4,4.000000,false
gillingham_kennetht_01,stock_james_01,Kenneth T. Gillingham,James Stock,4,2.250000,false
glaeser_edwardl_01,gottlieb_joshuad_01,Edward L. Glaeser,Joshua D. Gottlieb,4,3.000000,false
glaeser_edwardl_01,kerr_williamr_03,Edward L. Glaeser,William R. Kerr,4,2.500000,false
glaeser_edwardl_01,luca_michael_02,Edward L. Glaeser,Michael Luca,4,1.666667,false
glaeser_edwardl_01,ma_yueran_02,Edward L. Glaeser,Yueran Ma,4,2.000000,false
glaeser_edwardl_01,saks_raven_01,Edward L. Glaeser,Raven Saks,4,2.500000,false
goldin_claudia_01,lewis_frank_02,Claudia Goldin,Frank Lewis,4,3.250000,false
goldin_claudia_01,yuchtman_noam_01,Claudia Goldin,Noam Yuchtman,4,1.250000,false
goldsmithpinkham_paul_01,ogbunwobodo_lucy_01,Paul Goldsmith-Pinkham,Lucy Ogbu-Nwobodo,4,0.252632,false
goldsmithpinkham_paul_01,stanford_fatimacody_01,Paul Goldsmith-Pinkham,Fatima Cody Stanford,4,0.252632,false
goldsmithpinkham_paul_01,vautrey_pierreluc_01,Paul Goldsmith-Pinkham,Pierre-Luc Vautrey),4,0.252632,false
gopinath_gita_01,gourinchas_pierreolivier_01,Gita Gopinath,Pierre-Olivier Gourinchas,4,1.200000,false
gopinath_gita_01,neiman_brent_01,Gita Gopinath,Brent Neiman,4,2.833333,false
greenwood_robin_01,stein_jeremy_03,Robin Greenwood,Jeremy Stein,4,1.666667,false
grela_erin_01,mckelway_madeline_02,Erin Grela,Madeline McKelway,4,0.642857,false
gruber_jonathan_01,press_edschicagouniversityofchicago_05,Jonathan Gruber,eds.  Chicago: University of Chicago Press,4,0.666667,false
gruber_jonathan_01,press_mamit_07,Jonathan Gruber,MA: MIT Press,4,0.571429,false
gruber_jonathan_01,programs_socialsecurity_02,Jonathan Gruber,Social Security Programs,4,0.642857,false
hanna_rema_01,kyle_jordan_02,Rema Hanna,Jordan Kyle,4,0.900000,false
hansen_peter_06,lunde_asger_01,Peter Hansen,Asger Lunde,4,1.333333,false
hansen_peter_06,shephard_neil_02,Peter Hansen,Neil Shephard,4,1.333333,false
hanson_samuelg_02,sunderam_adi_01,Samuel G. Hanson,Adi Sunderam,4,1.200000,false
harris_kathleenmullan_02,kleinman_aaron_01,Kathleen Mullan Harris,Aaron Kleinman,4,0.066884,false
harris_kathleenmullan_02,koellinger_philippd_01,Kathleen Mullan Harris,Philipp D. Koellinger,4,0.066884,false
harris_kathleenmullan_02,laibson_david_01,Kathleen Mullan Harris,David Laibson,4,0.066884,false
harris_kathleenmullan_02,magnusson_patrikke_01,Kathleen Mullan Harris,Patrik K. E. Magnusson,4,0.066884,false
harris_kathleenmullan_02,meyer_michellen_04,Kathleen Mullan Harris,Michelle N. Meyer,4,0.066884,false
harris_kathleenmullan_02,turley_patrick_01,Kathleen Mullan Harris,Patrick Turley,4,0.066884,false
harvey_andrew_01,stock_james_01,Andrew Harvey,James Stock,4,3.500000,false
hausman_jerry_01,leonard_withgregoryk_02,Jerry Hausman,with Gregory K. Leonard,4,2.500000,false
herd_pamela_01,koellinger_philippd_01,Pamela Herd,Philipp D. Koellinger,4,0.082784,false
herd_pamela_01,laibson_david_01,Pamela Herd,David Laibson,4,0.082784,false
herd_pamela_01,magnusson_patrikke_01,Pamela Herd,Patrik K. E. Magnusson,4,0.082784,false
herd_pamela_01,meyer_michellen_04,Pamela Herd,Michelle N. Meyer,4,0.082784,false
herd_pamela_01,oskarsson_sven_01,Pamela Herd,Sven Oskarsson,4,0.082784,false
herd_pamela_01,turley_patrick_01,Pamela Herd,Patrick Turley,4,0.082784,false
hinds_davida_01,johannesson_magnus_01,David A. Hinds,Magnus Johannesson,4,0.100542,false
hinds_davida_01,koellinger_philippd_01,David A. Hinds,Philipp D. Koellinger,4,0.100542,false
hinds_davida_01,laibson_david_01,David A. Hinds,David Laibson,4,0.100542,false
hinds_davida_01,magnusson_patrikke_01,David A. Hinds,Patrik K. E. Magnusson,4,0.100542,false
ho_kate_03,pakes_ariel_01,Kate Ho,Ariel Pakes,4,3.500000,false
ilzetzki_ethan_01,reinhart_carmenm_01,Ethan Ilzetzki,Carmen M. Reinhart,4,2.000000,false
ilzetzki_ethan_01,rogoff_kenneth_01,Ethan Ilzetzki,Kenneth Rogoff,4,2.000000,false
imbert_clement_01,pande_rohini_01,Clement Imbert,Rohini Pande,4,1.166667,false
johannesson_magnus_01,lee_jamesj_05,Magnus Johannesson,James J. Lee,4,0.108214,false
johannesson_magnus_01,okbay_aysu_02,Magnus Johannesson,Aysu Okbay,4,0.119366,false
johannesson_magnus_01,rietveld_corneliusa_01,Magnus Johannesson,Cornelius A. Rietveld,4,0.113769,false
johannesson_magnus_01,yang_jian_07,Magnus Johannesson,Jian Yang,4,0.100112,false
jones_benjaminf_02,olken_benjamina_01,Benjamin F. Jones,Benjamin A. Olken,4,1.666667,false
kajii_atsushi_01,morris_stephen_03,Atsushi Kajii,Stephen Morris,4,4.000000,false
kalouptsidi_myrto_01,souzarodrigues_eduardo_01,Myrto Kalouptsidi,Eduardo Souza-Rodrigues,4,1.833333,false
kane_thomasj_01,pathak_paraga_01,Thomas J. Kane,Parag A. Pathak,4,1.000000,false
karlan_dean_01,mullainathan_sendhil_01,Dean Karlan,Sendhil Mullainathan,4,2.083333,false
kasahara_h_01,schrimpf_p_02,H. Kasahara,P. Schrimpf,4,2.000000,false
katz_lawrencef_01,kearney_melissas_01,Lawrence F. Katz,Melissa S. Kearney,4,2.000000,false
katz_lawrencef_01,sciandra_matthew_01,Lawrence F. Katz,Matthew Sciandra,4,0.494048,false
katz_lawrencef_01,yuchtman_noam_01,Lawrence F. Katz,Noam Yuchtman,4,1.250000,false
kaufmann_robert_02,kauppi_heikki_01,Robert Kaufmann,Heikki Kauppi,4,1.666667,false
keniston_daniel_01,singh_nina_01,Daniel Keniston,Nina Singh,4,1.083333,false
kessler_ronaldc_02,sciandra_matthew_01,Ronald C. Kessler,Matthew Sciandra,4,0.494048,false
klaassen_sven_01,spindler_martin_01,Sven Klaassen,Martin Spindler,4,0.716667,false
kleinberg_jonm_01,raghavan_manish_01,Jon M. Kleinberg,Manish Raghavan,4,1.500000,false
kleinman_aaron_01,koellinger_philippd_01,Aaron Kleinman,Philipp D. Koellinger,4,0.066884,false
kleinman_aaron_01,laibson_david_01,Aaron Kleinman,David Laibson,4,0.066884,false
kleinman_aaron_01,magnusson_patrikke_01,Aaron Kleinman,Patrik K. E. Magnusson,4,0.066884,false
kleinman_aaron_01,meyer_michellen_04,Aaron Kleinman,Michelle N. Meyer,4,0.066884,false
kleinman_aaron_01,turley_patrick_01,Aaron Kleinman,Patrick Turley,4,0.066884,false
kling_jeffreyr_01,sciandra_matthew_01,Jeffrey R. Kling,Matthew Sciandra,4,0.494048,false
koellinger_philippd_01,okbay_aysu_02,Philipp D. Koellinger,Aysu Okbay,4,0.080542,false
koellinger_philippd_01,rietveld_corneliusa_01,Philipp D. Koellinger,Cornelius A. Rietveld,4,0.113769,false
koellinger_philippd_01,yang_jian_07,Philipp D. Koellinger,Jian Yang,4,0.100112,false
koijen_ralphsj_02,yogo_motohiro_01,Ralph S. J. Koijen,Motohiro Yogo,4,1.250000,false
kreindler_gabriel_01,olken_benjamina_01,Gabriel Kreindler,Benjamin A. Olken,4,1.500000,true
kyle_jordan_02,olken_benjamina_01,Jordan Kyle,Benjamin A. Olken,4,0.900000,false
kyle_jordan_02,sumarto_sudarno_01,Jordan Kyle,Sudarno Sumarto,4,0.900000,false
laibson_david_01,list_johna_01,David Laibson,John A. List,4,1.597418,false
laibson_david_01,maxted_peter_01,David Laibson,Peter Maxted,4,1.583333,false
laibson_david_01,repetto_andrea_01,David Laibson,Andrea Repetto,4,1.166667,false
laibson_david_01,rietveld_corneliusa_01,David Laibson,Cornelius A. Rietveld,4,0.113769,false
laibson_david_01,tobacman_jeremy_01,David Laibson,Jeremy Tobacman,4,1.166667,false
laibson_david_01,volpp_keving_01,David Laibson,Kevin G. Volpp,4,0.271669,false
laibson_david_01,yang_jian_07,David Laibson,Jian Yang,4,0.100112,false
lamont_owen_01,stein_jeremy_03,Owen Lamont,Jeremy Stein,4,3.500000,false
lee_jamesj_05,magnusson_patrikke_01,James J. Lee,Patrik K. E. Magnusson,4,0.108214,false
lee_jamesj_05,turley_patrick_01,James J. Lee,Patrick Turley,4,0.108214,false
levitt_stevend_01,list_johna_01,Steven D. Levitt,John A. List,4,1.666667,false
ludwig_jenso_02,sciandra_matthew_01,Jens O Ludwig,Matthew Sciandra,4,0.494048,false
lumsdaine_robin_01,wise_davida_01,Robin Lumsdaine,David A. Wise,4,2.000000,false
madrian_brigittec_01,volpp_keving_01,Brigitte C. Madrian,Kevin G. Volpp,4,0.271669,false
mankiw_ngregory_01,romer_david_01,N. Gregory Mankiw,David Romer,4,1.833333,false
mankiw_ngregory_01,weil_davidj_01,N. Gregory Mankiw,David J. Weil,4,2.500000,false
mankiw_ngregory_01,weinzierl_matthew_01,N. Gregory Mankiw,Matthew Weinzierl,4,3.500000,false
mckelway_madeline_02,sharma_garima_02,Madeline McKelway,Garima Sharma,4,0.642857,false
mckelway_madeline_02,vaidyanathan_girija_01,Madeline McKelway,Girija Vaidyanathan),4,0.642857,false
mcliesh_caralee_01,shleifer_andrei_01,Caralee McLiesh,Andrei Shleifer,4,1.416667,false
melitz_marc_01,redding_stephenj_01,Marc Melitz,Stephen J. Redding,4,4.000000,false
meyer_michellen_04,okbay_aysu_02,Michelle N. Meyer,Aysu Okbay,4,0.080542,false
meyer_michellen_04,oskarsson_sven_01,Michelle N. Meyer,Sven Oskarsson,4,0.082784,false
mian_atif_01,straub_ludwig_01,Atif Mian,Ludwig Straub,4,2.000000,false
mian_atif_01,sufi_amir_01,Atif Mian,Amir Sufi,4,2.000000,false
miller_andrewc_01,mullainathan_sendhil_01,Andrew C. Miller,Sendhil Mullainathan,4,1.583333,false
miller_andrewc_01,obermeyer_ziad_01,Andrew C. Miller,Ziad Obermeyer),4,1.583333,false
morris_stephen_03,postlewaite_andrew_01,Stephen Morris,Andrew Postlewaite,4,2.500000,false
mullainathan_sendhil_01,raghavan_manish_01,Sendhil Mullainathan,Manish Raghavan,4,1.500000,false
mullainathan_sendhil_01,schwartzstein_joshua_01,Sendhil Mullainathan,Joshua Schwartzstein,4,2.000000,false
mullainathan_sendhil_01,shleifer_andrei_01,Sendhil Mullainathan,Andrei Shleifer,4,3.000000,true
mullainathan_sendhil_01,zhao_jiaying_02,Sendhil Mullainathan,Jiaying Zhao,4,1.333333,false
ogbunwobodo_lucy_01,olken_benjamina_01,Lucy Ogbu-Nwobodo,Benjamin A. Olken,4,0.283333,false
ogbunwobodo_lucy_01,torres_carlos_02,Lucy Ogbu-Nwobodo,Carlos Torres,4,0.283333,false
okbay_aysu_02,oskarsson_sven_01,Aysu Okbay,Sven Oskarsson,4,0.128949,false
olken_benjamina_01,satriawan_elan_01,Benjamin A. Olken,Elan Satriawan,4,0.866667,false
olken_benjamina_01,stanford_fatimacody_01,Benjamin A. Olken,Fatima Cody Stanford,4,0.283333,false
olken_benjamina_01,torres_carlos_02,Benjamin A. Olken,Carlos Torres,4,0.283333,false
olken_benjamina_01,vautrey_pierreluc_01,Benjamin A. Olken,Pierre-Luc Vautrey),4,0.283333,false
ozdaglar_asumane_01,siderius_james_01,Asuman E. Ozdaglar,James Siderius,4,1.666667,false
ozdaglar_asumane_01,simsek_alp_01,Asuman E. Ozdaglar,Alp Simsek,4,1.833333,false
pascualezama_d_01,prelec_drazen_01,D. Pascual-Ezama,Drazen Prelec,4,1.833333,false
pathak_paraga_01,persad_govind_01,Parag A. Pathak,Govind Persad,4,0.977778,false
persad_govind_01,sonmez_tayfun_02,Govind Persad,Tayfun Sönmez,4,0.977778,false
persad_govind_01,unver_mutku_01,Govind Persad,M. Utku Ünver,4,0.977778,false
programs_socialsecurity_02,wise_davida_01,Social Security Programs,David A. Wise,4,0.642857,false
rajpurkar_pranav_01,salz_tobias_01,Pranav Rajpurkar,Tobias Salz,4,1.066667,false
repetto_andrea_01,tobacman_jeremy_01,Andrea Repetto,Jeremy Tobacman,4,1.166667,false
rogoff_kenneth_01,rossi_barbara_01,Kenneth Rogoff,Barbara Rossi,4,2.000000,false
rogoff_kenneth_01,yang_yuanchen_14,Kenneth Rogoff,Yuanchen Yang,4,4.000000,false
saez_emmanuel_01,stantcheva_stefanie_01,Emmanuel Saez,Stefanie Stantcheva,4,2.833333,false
sanbonmatsu_lisa_01,sciandra_matthew_01,Lisa Sanbonmatsu,Matthew Sciandra,4,0.494048,false
scheinkman_jose_01,shleifer_andrei_01,Jose Scheinkman,Andrei Shleifer,4,1.833333,false
sertel_withmurat_01,yildiz_muhamet_01,with Murat Sertel,Muhamet Yildiz,4,4.000000,false
shafir_eldar_01,zhao_jiaying_02,Eldar Shafir,Jiaying Zhao,4,1.333333,false
shleifer_andrei_01,thaler_richard_02,Andrei Shleifer,Richard Thaler,4,1.666667,false
stanford_fatimacody_01,torres_carlos_02,Fatima Cody Stanford,Carlos Torres,4,0.283333,false
stantcheva_stefanie_01,yang_davidy_03,Stefanie Stantcheva,David Y. Yang,4,0.933333,true
stock_james_01,yogo_motohiro_01,James Stock,Motohiro Yogo,4,3.000000,false
straub_ludwig_01,sufi_amir_01,Ludwig Straub,Amir Sufi,4,2.000000,false
torres_carlos_02,vautrey_pierreluc_01,Carlos Torres,Pierre-Luc Vautrey),4,0.283333,false
yang_davidy_03,zhang_yjane_10,David Y. Yang,Y. Jane Zhang,4,1.083333,false
yuchtman_noam_01,zhang_yjane_10,Noam Yuchtman,Y. Jane Zhang,4,1.083333,false
1996_x_01,gruber_jonathan_01,1996,Jonathan Gruber,3,0.533333,false
1999_x_01,press_edschicagouniversityofchicago_05,1999,eds.  Chicago: University of Chicago Press,3,0.500000,false
1999_x_01,security_insocial_01,1999,in Social Security,3,0.500000,false
1999_x_01,wise_davida_01,1999,David A. Wise,3,0.500000,false
1999_x_01,world_retirementaroundthe_01,1999,Retirement Around the World,3,0.500000,false
2000_october_02,gruber_jonathan_01,October 2000.,Jonathan Gruber,3,0.611111,false
2004_x_01,eds_x_01,2004,eds.,3,0.476190,false
2004_x_01,press_retirementaroundtheworldmicroestimationchicagouniversityofchicago_10,2004,Retirement Around the World: Micro Estimation.  Chicago: University of Chicago Press,3,0.476190,false
2004_x_01,programs_socialsecurity_02,2004,Social Security Programs,3,0.476190,false
2004_x_01,wise_davida_01,2004,David A. Wise,3,0.476190,false
2007_volume1oxfordelsevierscience_01,press_retirementaroundtheworldfiscalimplicationsofreformchicagouniversityofchicago_09,Volume 1. Oxford: Elsevier Science. 2007.,Retirement Around the World: Fiscal Implications of Reform.  Chicago: University of Chicago Press,3,0.566667,false
2007_volume1oxfordelsevierscience_01,programs_edssocialsecurity_01,Volume 1. Oxford: Elsevier Science. 2007.,eds. Social Security Programs,3,0.566667,false
2007_volume1oxfordelsevierscience_01,wise_davida_01,Volume 1. Oxford: Elsevier Science. 2007.,David A. Wise,3,0.566667,false
2010_september_01,gruber_jonathan_01,September 2010,Jonathan Gruber,3,1.000000,false
2011_january_01,gruber_jonathan_01,January 2011,Jonathan Gruber,3,1.250000,false
abadie_alberto_01,agarwal_anish_01,Alberto Abadie,Anish Agarwal,3,1.000000,false
abadie_alberto_01,angrist_joshuad_01,Alberto Abadie,Joshua D. Angrist,3,1.166667,true
abdulkadiroglu_atila_01,narita_yusuke_01,Atila Abdulkadiroğlu,Yusuke Narita,3,1.000000,false
abdulkadiroglu_atila_01,walters_christopherr_01,Atila Abdulkadiroğlu,Christopher R. Walters,3,1.333333,false
acemoglu_daron_01,bimpikis_kostas_01,Daron Acemoglu,Kostas Bimpikis,3,1.500000,false
acemoglu_daron_01,finkelstein_amy_02,Daron Acemoglu,Amy Finkelstein,3,1.833333,true
acemoglu_daron_01,jensen_martinkaae_01,Daron Acemoglu,Martin Kaae Jensen,3,3.000000,false
acemoglu_daron_01,molina_carlos_01,Daron Acemoglu,Carlos Molina,3,1.500000,false
acemoglu_daron_01,ticchi_davide_01,Daron Acemoglu,Davide Ticchi,3,1.500000,false
acemoglu_daron_01,vindigni_rea_01,Daron Acemoglu,rea Vindigni,3,1.500000,false
adao_rodrigo_01,costinot_arnaud_01,Rodrigo Adão,Arnaud Costinot,3,1.083333,false
adao_rodrigo_01,donaldson_dave_01,Rodrigo Adão,Dave Donaldson,3,1.083333,false
agarwal_nikhil_02,pathak_paraga_01,Nikhil Agarwal,Parag A. Pathak,3,1.250000,true
agarwal_nikhil_02,rajpurkar_pranav_01,Nikhil Agarwal,Pranav Rajpurkar,3,0.733333,false
agarwal_nikhil_02,salz_tobias_01,Nikhil Agarwal,Tobias Salz,3,0.733333,true
agarwal_sumit_04,driscoll_johnc_01,Sumit Agarwal,John C. Driscoll,3,1.166667,false
agarwal_sumit_04,laibson_david_01,Sumit Agarwal,David Laibson,3,1.166667,false
aghion_philippe_01,gravoueille_maxime_01,Philippe Aghion,Maxime Gravoueille,3,1.000000,false
aghion_philippe_01,stantcheva_stefanie_01,Philippe Aghion,Stefanie Stantcheva,3,1.000000,false
aghion_philippe_01,zilibotti_fabrizio_01,Philippe Aghion,Fabrizio Zilibotti,3,1.083333,false
ahlskog_rafael_01,cesarini_david_01,Rafael Ahlskog,David Cesarini,3,0.070125,false
ahlskog_rafael_01,freese_jeremy_01,Rafael Ahlskog,Jeremy Freese,3,0.070125,false
ahlskog_rafael_01,herd_pamela_01,Rafael Ahlskog,Pamela Herd,3,0.070125,false
ahlskog_rafael_01,koellinger_philippd_01,Rafael Ahlskog,Philipp D. Koellinger,3,0.070125,false
ahlskog_rafael_01,laibson_david_01,Rafael Ahlskog,David Laibson,3,0.070125,false
ahlskog_rafael_01,magnusson_patrikke_01,Rafael Ahlskog,Patrik K. E. Magnusson,3,0.070125,false
ahlskog_rafael_01,meyer_michellen_04,Rafael Ahlskog,Michelle N. Meyer,3,0.070125,false
ahlskog_rafael_01,okbay_aysu_02,Rafael Ahlskog,Aysu Okbay,3,0.070125,false
ahlskog_rafael_01,oskarsson_sven_01,Rafael Ahlskog,Sven Oskarsson,3,0.070125,false
ahlskog_rafael_01,turley_patrick_01,Rafael Ahlskog,Patrick Turley,3,0.070125,false
ahlskog_rafael_01,young_alexander_01,Rafael Ahlskog,Alexander Young,3,0.070125,false
al_et_01,chetty_raj_01,et al.,Raj Chetty,3,0.642857,false
alesina_alberto_01,miano_armando_01,Alberto Alesina,Armando Miano,3,1.500000,false
allen_franklin_01,morris_stephen_03,Franklin Allen,Stephen Morris,3,2.000000,false
allen_treb_04,atkin_david_01,Treb Allen,David Atkin,3,1.666667,false
alsan_marcella_03,braghieri_luca_01,Marcella Alsan,Luca Braghieri,3,0.600000,false
alsan_marcella_03,chowdhury_abhijit_01,Marcella Alsan,Abhijit Chowdhury,3,0.476190,false
amiti_mary_01,konings_jozef_01,Mary Amiti,Jozef Konings,3,1.500000,false
