author_id,display_name,name_variants,prof_id_if_faculty,is_faculty
chetverikov_denis_01,Denis Chetverikov,D. Chetverikov|Denis Chetverikov,,false
chi_wei_01,Wei Chi,Wei Chi,,false
chiang_hanley_01,Hanley Chiang,Hanley Chiang,,false
chib_siddhartha_01,Siddhartha Chib,Siddhartha Chib,,false
chicago_themesintheeconomicsofaging_01,Themes in the Economics of Aging.  Chicago,Themes in the Economics of Aging.  Chicago,,false
chico_anasanchez_01,Ana Sanchez Chico,Ana Sanchez Chico,,false
chien_alynat_01,Alyna T. Chien,Alyna T. Chien,,false
chigurupati_anuraag_01,Anuraag Chigurupati,Anuraag Chigurupati,,false
childress_erice_01,Eric E. Childress,Eric Childress|Eric E. Childress,,false
chin_aimee_01,Aimee Chin,Aimee Chin,,false
chingos_m_01,M. Chingos,M. Chingos,,false
chinoy_sahil_01,Sahil Chinoy,Sahil Chinoy,,false
chiplunkar_gaurav_01,Gaurav Chiplunkar,Gaurav Chiplunkar,,false
cho_david_01,David Cho,David Cho,,false
chodorowreich_112116withgabriel_01,112-116 (with Gabriel Chodorow-Reich,112-116 (with Gabriel Chodorow-Reich,,false
chodorowreich_gabriel_02,Gabriel Chodorow-Reich,Gabriel Chodorow-Reich,harvard_chodorow_reich_gabriel,true
choi_jamesj_01,James J.Choi,James Choi|James J.Choi,,false
choi_kyungsoo_02,Kyungsoo Choi,Kyungsoo Choi,,false
chong_alberto_01,Alberto Chong,Alberto Chong,,false
chopra_navin_01,Navin Chopra,Navin Chopra,,false
chor_davin_01,Davin Chor,Davin Chor,,false
chote_robert_01,Robert Chote,Robert Chote,,false
choudhry_niteeshk_01,Niteesh K. Choudhry,Niteesh K. Choudhry,,false
chowdhury_abhijit_01,Abhijit Chowdhury,Abhijit Chowdhury,,false
chrisman_bsmaddie_01,BS; Maddie Chrisman,BS; Maddie Chrisman,,false
christakis_nicholasa_01,Nicholas A. Christakis,Nicholas A. Christakis,,false
christensen_t_01,T. Christensen,T. Christensen,,false
chugh_dolly_01,Dolly Chugh,Dolly Chugh,,false
chyn_eric_01,Eric Chyn,Eric Chyn,,false
cicala_steve_01,Steve Cicala,Steve Cicala,,false
ciliberto_f_01,F. Ciliberto,F. Ciliberto,,false
cinelli_c_01,C. Cinelli,C. Cinelli,,false
cinelli_mdemirer_02,M Demirer Cinelli,M Demirer Cinelli,,false
ciornohuz_vlad_01,Vlad Ciornohuz,Vlad Ciornohuz,,false
clara_nuno_01,Nuno Clara,Nuno Clara,,false
clare_arodriguez_01,A. Rodriguez Clare,A. Rodriguez Clare,,false
clarida_richardh_01,Richard H. Clarida,Richard Clarida|Richard H. Clarida,,false
clark_adamthomas_01,Adam Thomas Clark,Adam Thomas Clark,,false
clark_andrewe_02,Andrew E. Clark,Andrew E. Clark,,false
clark_cherylr_03,Cheryl R. Clark,Cheryl R. Clark,,false
clark_davidw_04,David W. Clark,David Clark|David W. Clark,,false
clark_kimb_05,Kim B. Clark,Kim B. Clark|Kim Clark,,false
clark_robertl_06,Robert L. Clark,Robert L. Clark,,false
clarke_alissac_01,Alissa C. Clarke,Alissa C. Clarke,,false
clausing_kimberlya_01,Kimberly A. Clausing,Kimberly A. Clausing,,false
clayton_christopher_01,Christopher Clayton,Christopher Clayton,,false
claytonmatthews_x_01,Clayton-Matthews,Clayton-Matthews,,false
cleave_jeannevan_01,Jeanne Van Cleave,Jeanne Van Cleave,,false
clemens_jeffrey_01,Jeffrey Clemens,Jeffrey Clemens,,false
clement_douglas_01,Douglas Clement,Douglas Clement,,false
cleves_santiagocantillo_01,Santiago Cantillo Cleves,Santiago Cantillo Cleves,,false
clyde_merlise_01,Merlise Clyde,Merlise Clyde,,false
coate_stephen_01,Stephen Coate,Stephen Coate,,false
cocaperraillon_marcelo_01,Marcelo Coca-Perraillon,Marcelo Coca-Perraillon,,false
cocco_joaof_01,Joao F. Cocco,Joao Cocco|Joao F. Cocco,,false
cochrane_johnh_01,John H. Cochrane,John Cochrane|John H. Cochrane,,false
codes_replication_01,Replication Codes,Replication Codes,,false
coe_d_01,D. Coe,D. Coe,,false
coffman_katherine_01,Katherine Coffman,Katherine Coffman,,false
coffman_katie_02,Katie Coffman,Katie Coffman,,false
cogent_x_01,COGENT,COGENT,,false
coglianese_john_01,John Coglianese,Coglianese|John Coglianese,,false
cohen_daniel_01,Daniel Cohen,Daniel Cohen,,false
cohen_jonathand_02,Jonathan D. Cohen,Cohen|Jonathan Cohen|Jonathan D. Cohen,,false
cohen_shani_03,Shani Cohen,Shani Cohen,,false
cohn_brent_01,Brent Cohn,Brent Cohn,,false
cohodes_sarah_01,Sarah Cohodes,S.R. Cohodes|Sarah Cohodes,,false
coile_503532withcourntey_01,503-532 (with Courntey Coile).,503-532 (with Courntey Coile).,,false
coile_p311341withcourtney_02,p. 311-341 (with Courtney Coile).,p. 311-341 (with Courtney Coile).,,false
coile_p691730withcourtney_03,p. 691-730 (with Courtney Coile),p. 691-730 (with Courtney Coile),,false
colarieti_roberto_01,Roberto Colarieti,Roberto Colarieti,,false
cole_cassandra_01,Cassandra Cole,Cassandra Cole|Cole,,false
cole_shawn_02,Shawn Cole,S. Cole|Shawn Cole,,false
colla_carrieh_01,Carrie H. Colla,Carrie H. Colla,,false
collardwexler_allan_01,Allan Collard-Wexler,Allan Collard-Wexler,,false
college_centerforretirementresearchatboston_01,.  Center for Retirement Research at Boston College,.  Center for Retirement Research at Boston College,,false
collelltalleda_g_01,G. Collell-Talleda,G. Collell-Talleda,,false
collins_susanm_01,Susan M. Collins,Susan M. Collins,,false
cologna_viktoria_01,Viktoria Cologna,Viktoria Cologna,,false
colsonsihra_eve_01,Eve Colson-Sihra,Eve Colson-Sihra,,false
commentary_brookingsinstitution_01,Brookings Institution Commentary,Brookings Institution Commentary,,false
como_giacomo_01,Giacomo Como,Giacomo Como,,false
competition_geds_01,G. (eds) Competition,G. (eds) Competition,,false
compte_olivier_01,Olivier Compte,Olivier Compte,,false
conconi_paola_01,Paola Conconi,Paola Conconi,,false
conflict_handbookoftheeconomicsof_01,Handbook of the Economics of Conflict,Handbook of the Economics of Conflict,,false
congdon_williamj_01,William J. Congdon,William Congdon|William J Congdon|William J. Congdon,,false
congress_econometricstwelfthworld_01,Econometrics: Twelfth World Congress,Econometrics: Twelfth World Congress,,false
conley_daltonc_01,Dalton C. Conley,Dalton C. Conley|Dalton Conley,,false
conlin_andrew_01,Andrew Conlin,Andrew Conlin,,false
conlon_john_02,John Conlon,John Conlon,,false
conlon_withjohnj_01,(with John J. Conlon,(with John J. Conlon,,false
connerton_x_01,Connerton,Connerton,,false
conti_december2020withrena_01,December 2020 (with Rena Conti,December 2020 (with Rena Conti,,false
conti_renam_02,Rena M. Conti,Rena Conti|Rena M. Conti,,false
control_tobacco_01,Tobacco Control,Tobacco Control,,false
conway_jacob_01,Jacob Conway,Jacob Conway,,false
conyon_martin_01,Martin Conyon,Martin Conyon,,false
cook_cody_01,Cody Cook,Cody Cook,,false
cook_phillip_02,Phillip Cook,Phillip Cook,,false
cook_tom_03,Tom Cook,Tom Cook,,false
cooke_alan_01,Alan Cooke,Alan Cooke,,false
cooke_roger_02,Roger Cooke,Roger Cooke,,false
corbo_v_01,V. Corbo,V. Corbo,,false
corcoran_davidl_01,David L. Corcoran,David L. Corcoran,,false
corkin_s_01,S. Corkin,S. Corkin,,false
corrado_greg_01,Greg Corrado,Greg Corrado,,false
corsetti_giancarlo_01,Giancarlo Corsetti,Giancarlo Corsetti,,false
costantini_james_01,James Costantini,James Costantini,,false
costinot_arnaud_01,Arnaud Costinot,Arnaud Costinot,mit_costinot_arnaud,true
couchman_j_01,J. Couchman,J. Couchman,,false
council_nationalresearch_01,National Research Council,National Research Council,,false
courtin_emilie_01,Emilie Courtin,Emilie Courtin,,false
coval_joshua_01,Joshua Coval,Joshua Coval,,false
coverage_x_01,Coverage,Coverage,,false
covert_thomasr_01,Thomas R. Covert,Thomas Covert|Thomas R. Covert,,false
cowan_kevinn_01,Kevin N. Cowan,Kevin Cowan|Kevin N. Cowan,,false
craig_ashleyc_01,Ashley C. Craig,Ashley C. Craig,,false
cramer_juddnl_01,Judd N. L. Cramer,Judd N. L. Cramer,,false
cramon_vondyves_01,von D. Yves Cramon,von D. Yves Cramon,,false
cramton_p_01,P. Cramton,P. Cramton,,false
crane_lelandd_01,Leland D. Crane,Leland D. Crane,,false
crawford_gregorys_01,Gregory S. Crawford,Greg Crawford|Gregory Crawford|Gregory S. Crawford,,false
creal_drew_01,Drew Creal,Drew Creal,,false
cremieux_pierre_01,Pierre Cremieux,Pierre Cremieux,,false
crepon_withbruno_01,with Bruno Crépon,with Bruno Crépon,,false
cromar_kevin_01,Kevin Cromar,Kevin Cromar,,false
cronin_kathleena_01,Kathleen A. Cronin,Kathleen A. Cronin,,false
cropper_maureen_01,Maureen Cropper,Maureen Cropper,,false
cui_withzheyuankevin_01,with Zheyuan Kevin Cui,with Zheyuan Kevin Cui,,false
cullen_zoe_01,Zoë Cullen,Zoe Cullen|Zoë Cullen,,false
culyer_anthony_01,Anthony Culyer,Anthony Culyer,,false
cunat_alejandro_01,Alejandro Cu\~nat,Alejandro Cu\~nat,,false
cunnigham_johnp_01,John P. Cunnigham,John P. Cunnigham,,false
cunningham_john_01,John Cunningham,John Cunningham,,false
cunningham_tom_02,Tom Cunningham,Tom Cunningham,,false
currencies_onworkinggroupdigital_01,on Working Group Digital Currencies,on Working Group Digital Currencies,,false
currie_janet_01,Janet Currie,Janet Currie,,false
currier_lindsey_01,Lindsey Currier,Lindsey Currier,,false
curto_vilsa_01,Vilsa Curto,Vilsa Curto,,false
cutler_194200withdavid_01,194-200 (with David Cutler).,194-200 (with David Cutler).,,false
cutler_davidm_01,David M. Cutler,David Cutler|David M. Cutler,harvard_cutler_david_m,true
cutler_p660661withdavid_02,p. 660-661 (with David Cutler).,p. 660-661 (with David Cutler).,,false
cvitanic_j_01,J. Cvitanić,J. Cvitanić,,false
daepp_madeleineig_01,Madeleine I.G. Daepp,Madeleine I.G. Daepp,,false
dafny_leemore_01,Leemore Dafny,Leemore Dafny,,false
dahleh_munzera_01,Munzer A. Dahleh,Munzer A. Dahleh,,false
dai_hengchen_01,Hengchen Dai,Hengchen Dai,,false
dailey_x_01,Dailey,Dailey,,false
dalege_j_01,J. Dalege,J. Dalege,,false
dalpath_suresh_01,Suresh Dalpath,Suresh Dalpath,,false
dalton_maurice_01,Maurice Dalton,Maurice Dalton,,false
damicowong_luca_01,Luca D'Amico-Wong,Luca D'Amico-Wong,,false
danescuniculescumizil_cristian_01,Cristian Danescu-Niculescu-Mizil,Cristian Danescu-Niculescu-Mizil,,false
danieli_oren_01,Oren Danieli,Oren Danieli,,false
dao_chimai_01,Chi Mai Dao,Chi Mai Dao,,false
darby_michael_01,Michael Darby,Michael Darby,,false
dardarian_thomas_01,Thomas Dardarian,Thomas Dardarian,,false
darmouni_olivier_01,Olivier Darmouni,Olivier Darmouni,,false
das_jishnu_01,Jishnu Das,Jishnu Das,,false
das_mitali_02,Mitali Das,Mitali Das,,false
dasgupta_amil_01,Amil Dasgupta,Amil Dasgupta,,false
dasgupta_partha_02,Partha Dasgupta,Dasgupta|Partha Dasgupta,,false
data_april2009_01,April 2009. Data,April 2009. Data,,false
data_august2005_02,August 2005. Data,August 2005. Data,,false
data_onlineappendix_03,Online Appendix  Data,Online Appendix  Data,,false
datta_saugato_01,Saugato Datta,Saugato Datta,,false
davenport_diag_01,Diag Davenport,Diag Davenport,,false
daveysmith_george_01,George Davey-Smith,George Davey-Smith,,false
davis_jamesc_01,James C. Davis,James C. Davis|James Davis,,false
davis_karen_02,Karen Davis,Karen Davis,,false
davis_lw_03,LW Davis,LW Davis,,false
davoine_eva_01,Eva Davoine,Eva Davoine,,false
davolio_gene_01,Gene D'Avolio,Gene D'Avolio,,false
dawes_christophert_01,Christopher T. Dawes,Christopher T. Dawes,,false
day_felixr_01,Felix R. Day,Felix R. Day,,false
deadline_x_01,Deadline,Deadline,,false
dean_joshuat_01,Joshua T. Dean,Joshua T. Dean,,false
dean_m_02,M. Dean,M. Dean,,false
deaner_b_01,B. Deaner,B. Deaner,,false
deardon_lorraine_01,Lorraine Deardon,Lorraine Deardon,,false
deaton_anguss_01,Angus S. Deaton,Angus Deaton|Angus S. Deaton|Deaton,,false
dec_william_01,William Dec,William Dec,,false
dechezlepretre_antoine_01,Antoine Dechezleprêtre,Antoine Dechezleprêtre,,false
dekel_eddie_01,Eddie Dekel,Eddie Dekel,,false
dekle_robert_01,Robert Dekle,Robert Dekle,,false
delfino_alexia_01,Alexia Delfino,Alexia Delfino,,false
dell_melissa_01,Melissa Dell,Melissa Dell,harvard_dell_melissa,true
dell_withmelissa_02,with Melissa Dell,with Melissa Dell,,false
delong_jbradford_01,J.Bradford DeLong,Delong|J. Bradford DeLong|J.B. DeLong|J.Bradford DeLong,,false
deluca_stefanie_01,Stefanie DeLuca,Stefanie DeLuca,,false
deming_davidj_01,David J. Deming,D. Deming|David Deming|David J. Deming,harvard_deming_david,true
demirer_mert_01,Mert Demirer,M. Demirer|Mert Demirer,,false
denrell_j_01,J. Denrell,J. Denrell,,false
depaula_aureo_01,Aureo dePaula,A. dePaula|Aureo dePaula,,false
dermisi_s_01,S. Dermisi,S. Dermisi,,false
derringer_jaime_01,Jaime Derringer,Jaime Derringer,,false
desai_mihir_01,Mihir Desai,Mihir Desai,,false
deschenes_olivier_01,Olivier Deschenes,Olivier Deschenes,,false
dessauer_cristinevon_01,Cristine von Dessauer.,Cristine von Dessauer.,,false
dessauer_cristinevon_01,Cristine von Dessauer),Cristine von Dessauer),,false
detommaso_g_01,G. Detommaso,G. Detommaso,,false
devi_tanaya_01,Tanaya Devi,Tanaya Devi,,false
devoto_florencia_01,Florencia Devoto,Florencia Devoto,,false
devroye_daniel_01,Daniel Devroye,Daniel Devroye,,false
dewatripont_mathias_01,Mathias Dewatripont,Dewatripont|Mathias Dewatripont,,false
dherbecourt_clement_01,Clément Dherbécourt,Clément Dherbécourt,,false
diamond_437474withpeter_01,437-474 (with Peter Diamond).,437-474 (with Peter Diamond).,,false
diamond_a_01,A. Diamond,A. Diamond,,false
diamond_douglasw_02,Douglas W. Diamond,Douglas W. Diamond,,false
diamond_rebecca_03,Rebecca Diamond,Diamond|Rebecca Diamond,harvard_diamond_rebecca,true
diamond_wayne_04,Wayne Diamond,Wayne Diamond,,false
diamond_william_05,William Diamond,William Diamond,,false
diamond_withwilliam_06,with William Diamond,with William Diamond,,false
dias_pedrorosa_01,Pedro Rosa Dias,Pedro Rosa Dias,,false
diaz_delavane_01,Delavane Diaz,Delavane Diaz,,false
dickens_william_01,William Dickens,William Dickens,,false
dickstein_michael_01,Michael Dickstein,Michael Dickstein,,false
diederichs_marc_01,Marc Diederichs,Marc Diederichs,,false
dienes_zoltan_01,Zoltan Dienes,Zoltan Dienes,,false
dietz_simon_01,Simon Dietz,Simon Dietz,,false
diez_federico_01,Federico Diez,Federico Diez,,false
dillon_withmoirar_01,with Moira R. Dillon,with Moira R. Dillon,,false
ding_ying_01,Ying Ding,Ying Ding,,false
dinlersoz_emin_01,Emin Dinlersoz,Emin Dinlersoz,,false
directions_future_01,Future Directions,Future Directions,,false
djankov_simeon_01,Simeon Djankov,Simeon Djankov,,false
dobbie_will_01,Will Dobbie,W. Dobbie|Will Dobbie,,false
docherty_anna_01,Anna Docherty,Anna Docherty,,false
dodge_kenneth_01,Kenneth Dodge,Kenneth Dodge,,false
dohmen_t_01,T. Dohmen,T. Dohmen,,false
dolan_conor_01,Conor Dolan,Conor Dolan,,false
domash_alex_01,Alex Domash,Alex Domash,,false
domingue_benjaminw_01,Benjamin W. Domingue,Benjamin W. Domingue,,false
dominici_francesca_01,Francesca Dominici,Francesca Dominici,,false
donahue_jtravis_01,J. Travis Donahue,J. Travis Donahue,,false
donaldson_dave_01,Dave Donaldson,D. Donaldson|Dave Donaldson,mit_donaldson_dave,true
doornik_jurgen_01,Jurgen Doornik,Jurgen Doornik,,false
doraszelski_ulirich_01,Ulirich Doraszelski,Ulirich Doraszelski,,false
doraszelski_ulrich_02,Ulrich Doraszelski,Ulrich Doraszelski,,false
dordrecht_x_01,Dordrecht.,Dordrecht.,,false
dorn_david_01,David Dorn,David Dorn,,false
dosi_giovanni_01,Giovanni Dosi,Giovanni Dosi,,false
dossi_gaia_01,Gaia Dossi,Gaia Dossi,,false
doucouliagos_hristos_01,Hristos Doucouliagos,Hristos Doucouliagos,,false
doval_laura_01,Laura Doval,Laura Doval,,false
downing_nlance_01,N. Lance Downing,N. Lance Downing,,false
doyle_joseph_01,Joseph Doyle),Joseph Doyle),,false
doyle_josephb_01,Joseph B. Doyle,Joseph B. Doyle,,false
drago_laporta_01,La Porta Drago,La Porta Drago,,false
dray_sacha_01,Sacha Dray,Sacha Dray,,false
dreber_anna_01,Anna Dreber,Anna Dreber,,false
dredze_mark_01,Mark Dredze,Mark Dredze,,false
drerup_t_01,T. Drerup,T. Drerup,,false
dreyfuss_bnaya_01,Bnaya Dreyfuss,Bnaya Dreyfuss,,false
dreze_jean_01,Jean Dr\`eze,Jean Dr\`eze,,false
driscoll_johnc_01,John C. Driscoll,J.C. Driscoll|JC Driscoll|John C. Driscoll|John Driscoll,,false
droste_michaelc_01,Michael C. Droste,Michael C. Droste|Michael Droste,,false
drydenpeterson_scottl_01,Scott L Dryden-Peterson,Scott L Dryden-Peterson,,false
du_songzi_01,Songzi Du,Songzi Du,,false
du_wencui_02,Wencui Du,Wencui Du,,false
duan_junting_01,Junting Duan,Junting Duan,,false
dube_arindrajit_01,Arindrajit Dube,Arindrajit Dube,,false
dube_jeanpierre_01,Jean-Pierre Dub\'e,Jean-Pierre Dub\'e,,false
dube_jeanpierre_02,Jean-Pierre Dubé,Jean-Pierre Dubé,,false
dubois_pierre_01,Pierre Dubois,Pierre Dubois,,false
duckworth_angelal_01,Angela L. Duckworth,Angela Duckworth|Angela L. Duckworth,,false
ducos_gilbert_01,Gilbert Ducos,Gilbert Ducos,,false
duffie_darrell_01,Darrell Duffie,Darrell Duffie,,false
duflo_esther_01,Esther Duflo,E Duflo|E. Duflo|Esther Duflo|Esther Duflo.,mit_duflo_esther,true
duflo_esther_01,Esther Duflo),Esther Duflo),,false
duflo_withesther_02,with Esther Duflo,with Esther Duflo,,false
duggan_markg_01,Mark G. Duggan,Mark Duggan|Mark G. Duggan,,false
duijn_vancornelia_01,van Cornelia Duijn,van Cornelia Duijn,,false
duke_brendanv_01,Brendan V. Duke,Brendan Duke|Brendan V. Duke,,false
duncan_gregj_01,Greg J. Duncan,Greg Duncan|Greg J. Duncan,,false
dunfield_d_01,D. Dunfield,D. Dunfield,,false
dunning_david_01,David Dunning,David Dunning,,false
dupas_withpascaline_01,with Pascaline Dupas,with Pascaline Dupas,,false
dur_umutm_01,Umut M. Dur,Umut Dur|Umut M. Dur,,false
durability_withalpsimsekmostlyincorporatedin_01,"with Alp Simsek; mostly incorporated in ""Durability","with Alp Simsek; mostly incorporated in ""Durability",,false
dutta_jayasri_01,Jayasri Dutta,Jayasri Dutta,,false
duyganbump_burcu_01,Burcu Duygan-Bump,Burcu Duygan-Bump,,false
dvir_eyal_01,Eyal Dvir,Eyal Dvir,,false
dwivedi_raaz_01,Raaz Dwivedi,Raaz Dwivedi,,false
dworczak_piotr_01,Piotr Dworczak,Piotr Dworczak,,false
dynarski_229305withsusan_01,229-305 (with Susan Dynarski).,229-305 (with Susan Dynarski).,,false
dynarski_sue_01,Sue Dynarski,Sue Dynarski,,false
dynarski_susanm_02,Susan M. Dynarski,S. Dynarski|Susan Dynarski|Susan M. Dynarski,,false
dzansi_james_01,James Dzansi,J. Dzansi|James Dzansi,,false
easwaran_kenny_01,Kenny Easwaran,Kenny Easwaran,,false
ebbinghaus_bernhard_01,Bernhard Ebbinghaus,Bernhard Ebbinghaus,,false
eberly_janicec_01,Janice C. Eberly,Janice C. Eberly,,false
ebert_j_01,J. Ebert,J. Ebert,,false
eccles_x_01,Eccles,Eccles,,false
echenique_x_01,Echenique,Echenique,,false
economic_policiesforanagingsocietyconfrontingthe_01,Policies for An Aging Society: Confronting the Economic,Policies for An Aging Society: Confronting the Economic,,false
economics_advancesin_01,Advances in Economics,Advances in Economics,,false
economics_business_02,Business Economics,Business Economics,,false
economics_handbookofbehavioral_03,Handbook of Behavioral Economics,Handbook of Behavioral Economics,,false
economics_handbookofclimatechange_04,Handbook of Climate Change Economics,Handbook of Climate Change Economics,,false
economics_health_05,Health Economics,Health Economics,,false
economics_inenterprise_06,in Enterprise Economics,. In: Economics|in Enterprise Economics,,false
economics_paperpreparedfortheworldbanksthestateof_07,"Paper prepared for the World Bank's ""The State of Economics","Paper prepared for the World Bank's ""The State of Economics",,false
economics_preparedforthehandbookofdevelopment_08,Prepared for the Handbook of Development Economics,Prepared for the Handbook of Development Economics,,false
economics_researchinlabor_09,Research in Labor Economics,Research in Labor Economics,,false
economics_theoretical_10,Theoretical Economics,Theoretical Economics,,false
economics_urbaneconomicsspecialissueonurban_11,Urban Economics (special issue on “Urban Economics,Urban Economics (special issue on “Urban Economics,,false
economics_withbenjonesreviewof_12,with Ben Jones. Review of Economics,with Ben Jones. Review of Economics,,false
economics_world_13,World Economics,World Economics,,false
economy_theoxfordhandbookofthedigital_01,. The Oxford handbook of the digital economy,. The Oxford handbook of the digital economy|the Economy,,false
ed_x_01,ed.,ed.,,false
edelman_x_01,Edelman,Edelman,,false
edmans_x_01,Edmans,Edmans,,false
eds_x_01,eds.,eds|eds.,,false
education_x_01,Education,Education,,false
efferson_charles_01,Charles Efferson,Charles Efferson,,false
eggertsson_gautib_01,Gauti B. Eggertsson,Gauti B. Eggertsson,,false
egorov_georgy_01,Georgy Egorov,Georgy Egorov,,false
ehrenberg_x_01,Ehrenberg,Ehrenberg,,false
eibich_peter_01,Peter Eibich,Peter Eibich,,false
eichengreen_barry_01,Barry Eichengreen,B. Eichengreen|Barry Eichengreen,,false
eichmeyer_sarah_01,Sarah Eichmeyer,Sarah Eichmeyer,,false
einav_liran_01,Liran Einav,Liran Einav,,false
eisner_robert_01,Robert Eisner,Robert Eisner,,false
elazar_yanai_01,Yanai Elazar,Yanai Elazar,,false
elerian_ola_01,Ola Elerian,Ola Elerian,,false
eliasz_piotr_01,Piotr Eliasz,Piotr Eliasz,,false
ellen_ingridgould_01,Ingrid Gould Ellen,Ingrid Gould Ellen,,false
elliott_graham_01,Graham Elliott,Graham Elliott,,false
elliott_kimberlyann_02,Kimberly Ann Elliott,Elliott|Kimberly Ann Elliott|Kimberly Elliott,,false
ellison_glenn_01,Glenn Ellison,Glenn Ellison,mit_ellison_glenn,true
elmendorf_douglas_01,Douglas Elmendorf,Douglas Elmendorf,,false
elsevier_publishedby_01,published by Elsevier,published by Elsevier,,false
eltis_d_01,D. Eltis,D. Eltis,,false
emamjomehzadeh_ehsan_01,Ehsan Emamjomeh-Zadeh,Ehsan Emamjomeh-Zadeh,,false
emanuel_ezekielj_01,Ezekiel J. Emanuel,Ezekiel J. Emanuel,,false
emanuel_n_02,N. Emanuel,N. Emanuel,,false
employment_retirementaroundtheworldtherelationshiptoyouth_01,Retirement Around the World: The Relationship to Youth Employment,Retirement Around the World: The Relationship to Youth Employment,,false
enchautegui_maria_01,Mar\'\ia Enchautegui,Mar\'\ia Enchautegui,,false
enevoldsen_nils_01,Nils Enevoldsen,Nils Enevoldsen,,false
engel_eduardomra_01,Eduardo M.R.A. Engel,E. Engel|Eduardo M.R.A. Engel|Engel,,false
engelhardt_p259287withgary_01,p. 259-287 (with Gary Engelhardt).,p. 259-287 (with Gary Engelhardt).,,false
engerman_stanley_01,Stanley Engerman,Stanley Engerman,,false
engle_robert_01,Robert Engle,Robert Engle,,false
enke_benjamin_01,Benjamin Enke,Benjamin Enke,harvard_enke_benjamin,true
enzinger_andreac_01,Andrea C. Enzinger,Andrea C. Enzinger,,false
epanomeritakis_aristotelis_01,Aristotelis Epanomeritakis,Aristotelis Epanomeritakis,,false
epley_nicholas_01,Nicholas Epley,Nicholas Epley,,false
epstein_arnoldm_01,Arnold M. Epstein,Arnold M. Epstein,,false
epstein_larry_02,Larry Epstein,Larry Epstein,,false
eqtlgenconsortium_x_01,eQTLgen_Consortium,eQTLgen_Consortium,,false
erickson_timothy_01,Timothy Erickson,Timothy Erickson,,false
ericson_keithmmarzilli_01,Keith M. Marzilli Ericson,Keith Ericson|Keith M. Marzilli Ericson|Keith Marzilli Ericson,,false
eriksson_nicholas_01,Nicholas Eriksson,Nicholas Eriksson,,false
errickson_frank_01,Frank Errickson,Frank Errickson,,false
erve_vanderlaura_01,van der Laura Erve,van der Laura Erve,,false
escanciano_juancarlos_01,Juan Carlos Escanciano,Juan Carlos Escanciano,,false
esko_tonu_01,T\~onu Esko,T\~onu Esko,,false
esko_tonu_02,Tonu Esko,Tonu Esko,,false
espinsanchez_joseantonio_01,Jose-Antonio Espin-Sanchez,Jose-Antonio Espin-Sanchez,,false
essien_pharmutiber_01,Pharm; Utibe R. Essien,Pharm; Utibe R. Essien,,false
europe_insocialsecuritypensionreformin_01,in Social Security Pension Reform in Europe,in Social Security Pension Reform in Europe,,false
evans_chalandan_01,Chalanda N. Evans,Chalanda N. Evans|Evans,,false
everett_wendy_01,Wendy Everett,Wendy Everett,,false
exchanges_sigecom_01,SIGecom Exchanges,SIGecom Exchanges,,false
eyster_erik_01,Erik Eyster,Erik Eyster,,false
faber_ben_01,Ben Faber,Ben Faber,,false
faberman_jason_01,Jason Faberman,Jason Faberman,,false
fabinger_michal_01,Michal Fabinger,Michal Fabinger,,false
fabre_adrien_01,Adrien Fabre,Adrien Fabre,,false
fack_gabrielle_01,Gabrielle Fack,Gabrielle Fack,,false
fadeev_evgenii_01,Evgenii Fadeev,Evgenii Fadeev,,false
fadlon_itzik_01,Itzik Fadlon,Itzik Fadlon,,false
fagan_jeffrey_01,Jeffrey Fagan,Jeffrey Fagan,,false
fagnani_fabio_01,Fabio Fagnani,Fabio Fagnani,,false
fajgelbaum_pablo_01,Pablo Fajgelbaum,Pablo Fajgelbaum,,false
falato_antonio_01,Antonio Falato,Antonio Falato,,false
falk_a_01,A. Falk,A. Falk,,false
fallah_alireza_01,Alireza Fallah,Alireza Fallah,,false
fally_thibault_01,Thibault Fally,Thibault Fally,,false
families_fromthetaskforceonthefutureofhealthinsurancereportseriesstrategiestoexpandhealthinsuranceforworking_01,from the Task Force on the Future of Health Insurance report series Strategies to Expand Health Insurance for Working Families,from the Task Force on the Future of Health Insurance report series Strategies to Expand Health Insurance for Working Families,,false
fan_victoriay_01,Victoria Y. Fan,Victoria Y. Fan,,false
fanelli_sebastian_01,Sebasti\'an Fanelli,Sebasti\'an Fanelli,,false
fang_hamming_01,Hamming Fang,Hamming Fang,,false
fang_margaretc_02,Margaret C. Fang,Margaret C. Fang|Margaret Fang,,false
farber_h_01,H. Farber,H. Farber,,false
farboodi_maryam_01,Maryam Farboodi,Maryam Farboodi,,false
farhi_emmanuel_01,Emmanuel Farhi,Emmanuel Farhi|Farhi,,false
farkas_george_01,George Farkas,George Farkas,,false
farrell_joseph_01,Joseph Farrell,Farrell|J. Farrell|Joseph Farrell,,false
fatas_antonio_01,Antonio Fatás,Antonio Fatás,,false
featherstone_clayton_01,Clayton Featherstone,Clayton Featherstone,,false
feder_judith_01,Judith Feder,Judith Feder,,false
feenberg_daniel_01,Daniel Feenberg,Daniel Feenberg,,false
fehr_ernst_01,Ernst Fehr,Ernst Fehr,,false
feigenberg_benjamin_01,Benjamin Feigenberg,Benjamin Feigenberg,,false
feins_judith_01,Judith Feins,J. Feins|Judith Feins,,false
feiveson_laura_01,Laura Feiveson,Laura Feiveson,,false
feiwel_x_01,Feiwel,Feiwel,,false
