author_id,display_name,name_variants,prof_id_if_faculty,is_faculty
kaufmann_daniel_01,Daniel Kaufmann,Daniel Kaufmann|Kaufmann,,false
kaufmann_robert_02,Robert Kaufmann,Robert Kaufmann,,false
kaul_a_01,A. Kaul,A. Kaul,,false
kauppi_heikki_01,Heikki Kauppi,Heikki Kauppi|Kauppi,,false
kaur_supreet_02,Supreet Kaur,Supreet Kaur,,false
kaur_withsupreet_01,(with Supreet Kaur,(with Supreet Kaur,,false
kausik_bn_01,B.N. Kausik,B.N. Kausik,,false
kay_josephs_01,Joseph S. Kay,Joseph S. Kay,,false
kay_stephenj_02,Stephen J. Kay,Stephen J. Kay,,false
kearney_melissas_01,Melissa S. Kearney,Melissa Kearney|Melissa S. Kearney,,false
kearns_jonathan_01,Jonathan Kearns,Jonathan Kearns,,false
keating_nancyl_01,Nancy L. Keating,Nancy Keating|Nancy L. Keating,,false
keen_michael_01,Michael Keen,Michael Keen,,false
keenan_patricias_01,Patricia S. Keenan,Patricia Keenan|Patricia S. Keenan,,false
kehne_gregory_01,Gregory Kehne,Gregory Kehne,,false
keilisborok_x_01,Keilis-Borok,Keilis-Borok,,false
kekre_rohan_01,Rohan Kekre,Rohan Kekre,,false
kelleher_jpaul_01,J. Paul Kelleher,J. Paul Kelleher,,false
kempe_david_01,David Kempe,David Kempe,,false
kemper_kathryne_01,Kathryn E. Kemper,Kathryn E. Kemper,,false
keniston_daniel_01,Daniel Keniston,Daniel Keniston,,false
kenkel_donalds_01,Donald S. Kenkel,Donald S. Kenkel,,false
kermani_amir_01,Amir Kermani,Amir Kermani,,false
kerr_saripekkala_01,Sari Pekkala Kerr,S. Kerr|Sari Kerr|Sari P. Kerr|Sari Pekkala Kerr,,false
kerr_wililam_02,Wililam Kerr,Wililam Kerr,,false
kerr_williamr_03,William R. Kerr,William Kerr|William R. Kerr,,false
kessler_daniel_01,Daniel Kessler,Daniel Kessler,,false
kessler_ronaldc_02,Ronald C. Kessler,Ronald C. Kessler|Ronald Kessler,,false
kessler_ryan_03,Ryan Kessler,Ryan Kessler,,false
khan_shakeeb_01,Shakeeb Khan,S. Khan|Shakeeb Khan,,false
khan_withadnan_02,with Adnan Khan,with Adnan Khan,,false
khandelwal_amit_01,Amit Khandelwal,Amit Khandelwal,,false
kharel_arjun_01,Arjun Kharel,Arjun Kharel,,false
khemani_stuti_01,Stuti Khemani,Stuti Khemani,,false
khwaja_asimi_01,Asim I. Khwaja,Asim I. Khwaja|Asim Khwaja.,,false
kiefer_amyk_01,Amy K. Kiefer,Amy K. Kiefer,,false
kihlstrom_x_01,Kihlstrom,Kihlstrom,,false
kilian_x_01,Kilian,Kilian,,false
kim_hyunjin_01,Hyunjin Kim,Hyunjin Kim,,false
kim_joyce_02,Joyce Kim,Joyce Kim,,false
kim_melanie_03,Melanie Kim,Melanie Kim,,false
kim_michael_04,Michael Kim,Michael Kim,,false
kim_minjeongjoyce_05,Minjeong Joyce Kim,Minjeong Joyce Kim,,false
kim_scott_06,Scott Kim,Scott Kim,,false
kim_sunwoong_07,Sunwoong Kim,Sunwoong Kim,,false
kim_taehoon_08,Taehoon Kim,Taehoon Kim,,false
kim_w_09,W. Kim,W. Kim,,false
kimball_miles_01,Miles Kimball,Miles Kimball,,false
kincaid_michael_01,Michael Kincaid,Michael Kincaid,,false
king_elizabeth_01,Elizabeth King,Elizabeth King,,false
king_robert_02,Robert King,King|R. King|Robert King,,false
kingdon_cora_01,Cora Kingdon,Cora Kingdon,,false
kinnan_cynthia_01,Cynthia Kinnan,Cynthia Kinnan,,false
kinnebrouk_silvia_01,Silvia Kinnebrouk,Silvia Kinnebrouk,,false
kircher_philipp_01,Philipp Kircher,Philipp Kircher,,false
kirchler_michael_01,Michael Kirchler,Michael Kirchler,,false
kirgios_erikal_01,Erika L Kirgios,Erika L Kirgios,,false
kitagawa_toru_01,Toru Kitagawa,Toru Kitagawa,,false
kitamura_yuichi_01,Yuichi Kitamura,Yuichi Kitamura,,false
kitch_barrettt_01,Barrett T. Kitch,Barrett T. Kitch,,false
kiyohara_h_01,H. Kiyohara,H. Kiyohara,,false
klaassen_sven_01,Sven Klaassen,S Klaassen|S. Klaassen|Sven Klaassen,,false
klapper_leora_01,Leora Klapper,Leora Klapper,,false
klassen_s_01,S. Klassen,S. Klassen,,false
klein_michael_01,Michael Klein,Klein|Michael Klein,,false
kleinberg_jonm_01,Jon M. Kleinberg,Jon Kleinberg|Jon M. Kleinberg,,false
kleinberg_robert_02,Robert Kleinberg,Robert Kleinberg,,false
kleiner_morris_01,Morris Kleiner,Morris Kleiner,,false
kleinman_aaron_01,Aaron Kleinman,Aaron Kleinman,,false
klemperer_p_01,P. Klemperer,P. Klemperer,,false
kleven_henrik_01,Henrik Kleven,Henrik Kleven,,false
kline_brendan_01,Brendan Kline,B. Kline|Brendan Kline,,false
kline_patrick_02,Patrick Kline,Patrick Kline,,false
kling_jeffreyr_01,Jeffrey R. Kling,Jeffrey Kling|Jeffrey R. Kling,,false
klotz_philadrian_01,Phil-Adrian Klotz,Phil-Adrian Klotz,,false
knaul_felicia_01,Felicia Knaul,Felicia Knaul,,false
knieps_x_01,Knieps,Knieps,,false
knittel_christopherr_01,Christopher R. Knittel,Christopher Knittel|Christopher R. Knittel,,false
knittel_cr_02,CR Knittel,CR Knittel,,false
knittel_michaels_03,Michael S. Knittel,Michael S. Knittel,,false
knoepfle_jan_01,Jan Knoepfle,Jan Knoepfle,,false
knox_thomas_01,Thomas Knox,Thomas Knox,,false
knutson_b_01,B. Knutson,B. Knutson,,false
koby_yann_01,Yann Koby,Yann Koby,,false
kocks_geoffrey_01,Geoffrey Kocks,Geoffrey Kocks,,false
koellinger_philippd_01,Philipp D. Koellinger,Philipp D. Koellinger|Philipp Koellinger,,false
koenigsberg_oded_01,Oded Koenigsberg,Oded Koenigsberg,,false
koenker_r_01,R. Koenker,R. Koenker,,false
koh_pangwei_01,Pang Wei Koh,Pang Wei Koh,,false
kohlberg_elon_01,Elon Kohlberg,Elon Kohlberg,,false
kohler_wilhelm_01,Wilhelm Kohler,Wilhelm Kohler,,false
kohlhase_janet_01,Janet Kohlhase,Janet Kohlhase,,false
koijen_ralphj_01,Ralph J. Koijen,Ralph J. Koijen,,false
koijen_ralphsj_02,Ralph S. J. Koijen,R.S.J. Koijen|Ralph S. J. Koijen,,false
koike_yuta_01,Yuta Koike,Y. Koike|Yuta Koike,,false
kojima_fuhito_01,Fuhito Kojima,Fuhito Kojima,,false
kokatulum_e_01,E. Kokatulum,E. Kokatulum,,false
kolesar_michal_01,Michal Kolesar,Michal Kolesar|Michal Kolesár,,false
kolko_jed_01,Jed Kolko,Jed Kolko,,false
kolokotrones_thomas_01,Thomas Kolokotrones,Thomas Kolokotrones,,false
kolotilin_a_01,A. Kolotilin,A. Kolotilin,,false
kolstad_charles_01,Charles Kolstad,Charles Kolstad,,false
kolstad_jonathan_02,Jonathan Kolstad,Jonathan Kolstad,,false
komarova_t_01,T. Komarova,T. Komarova,,false
kominers_scottduke_01,Scott Duke Kominers,Scott D. Kominers|Scott Duke Kominers|Scott Kominers,,false
komo_andrew_01,Andrew Komo,Andrew Komo,,false
komunjer_i_01,I. Komunjer,I. Komunjer,,false
kong_augustine_01,Augustine Kong,Augustine Kong,,false
kong_edward_02,Edward Kong,Edward Kong,,false
kong_fredric_03,Fredric Kong,Fredric Kong,,false
kong_l_04,L. Kong,L. Kong,,false
konings_jozef_01,Jozef Konings,Jozef Konings,,false
koo_hyengkeun_01,Hyeng Keun Koo,Hyeng Keun Koo,,false
koopman_siemjan_01,Siem Jan Koopman,Siem Jan Koopman,,false
kooyman_maarten_01,Maarten Kooyman,Maarten Kooyman,,false
korenman_x_01,Korenman,Korenman,,false
kornai_x_01,Kornai,Kornai,,false
kose_ayhan_01,Ayhan Kose,Ayhan Kose,,false
kose_mayhan_02,M. Ayhan Kose,M. Ayhan Kose,,false
koster_hansra_01,Hans R. A. Koster,Hans R. A. Koster,,false
kostl_andreasravndal_01,Andreas Ravndal Kostøl,Andreas Ravndal Kostøl,,false
kostyshak_scott_01,Scott Kostyshak,Scott Kostyshak,,false
koszegi_botond_01,Botond Koszegi,Botond Koszegi|Botond Kőszegi,,false
kotchen_matthewj_01,Matthew J. Kotchen,Matthew J. Kotchen,,false
kothari_dhruva_01,Dhruva Kothari,Dhruva Kothari,,false
kothyial_a_01,A. Kothyial,A. Kothyial,,false
kotlikoff_laurencej_01,Laurence J. Kotlikoff,Laurence J. Kotlikoff|Laurence Kotlikoff,,false
kotlikoff_lawrence_02,Lawrence Kotlikoff,Lawrence Kotlikoff,,false
koumanakos_evangelos_01,Evangelos Koumanakos,Evangelos Koumanakos,,false
kovalio_lior_01,Lior Kovalio,Lior Kovalio,,false
kowalski_amanda_01,Amanda Kowalski,A. Kowalski|Amanda Kowalski,,false
kozbur_d_01,D. Kozbur,D. Kozbur,,false
kreindler_gabriel_01,Gabriel Kreindler,Gabriel Kreindler|Gabriel Kreindler.,harvard_kreindler_gabriel,true
kreindler_withgabriel_02,with Gabriel Kreindler,with Gabriel Kreindler,,false
kreiner_clausthustrup_01,Claus Thustrup Kreiner,Claus Thustrup Kreiner,,false
kremer_michael_01,Michael Kremer,Kremer|Michael Kremer,,false
kreps_x_01,Kreps,Kreps,,false
kreuger_alanb_01,Alan B. Kreuger,Alan B. Kreuger|Alan Kreuger,,false
kreuter_f_01,F. Kreuter,F. Kreuter,,false
krishnamurthy_arvind_01,Arvind Krishnamurthy,Arvind Krishnamurthy|Krishnamurthy,,false
krishnaswamy_nandita_01,Nandita Krishnaswamy,Nandita Krishnaswamy,,false
kroff_zachary_01,Zachary Kroff,Zachary Kroff,,false
kroft_kory_01,Kory Kroft,Kory Kroft,,false
krueger_111143withalan_01,111-143 (with Alan Krueger).,111-143 (with Alan Krueger).,,false
krueger_alanb_01,Alan B. Krueger,Alan B. Krueger|Alan Krueger,,false
krueger_david_02,David Krueger,David Krueger,,false
krueger_robertf_03,Robert F. Krueger,Robert F. Krueger,,false
krupnick_alan_01,Alan Krupnick,Alan Krupnick,,false
kruse_douglasl_01,Douglas L. Kruse,Doug Kruse|Douglas Kruse|Douglas L. Kruse,,false
kruse_tobias_02,Tobias Kruse,Tobias Kruse,,false
kubik_jeffrey_01,Jeffrey Kubik,Jeffrey Kubik,,false
kuchler_theresa_01,Theresa Kuchler,Theresa Kuchler,,false
kuck_j_01,J. Kück,J. Kück,,false
kueck_jannis_01,Jannis Kueck,Jannis Kueck,,false
kuersteiner_guidom_01,Guido M. Kuersteiner,Guido Kuersteiner|Guido M. Kuersteiner,,false
kuersteiner_withguido_02,with Guido Kuersteiner,with Guido Kuersteiner,,false
kugler_adrianad_01,Adriana D. Kugler,Adriana D. Kugler|Adriana Kugler,,false
kuhn_x_01,Kuhn,Kuhn,,false
kumari_meena_01,Meena Kumari,Meena Kumari,,false
kundu_tushar_01,Tushar Kundu,Tushar Kundu,,false
kunst_david_01,David Kunst,David Kunst,,false
kurlat_pablo_01,Pablo Kurlat,Pablo Kurlat,,false
kurz_m_01,M. Kurz,M Kurz|M. Kurz,,false
kuttner_kenneth_01,Kenneth Kuttner,Kenneth Kuttner,,false
kuziemko_ilyana_01,Ilyana Kuziemko,I. Kuziemko|Ilyana Kuziemko,,false
kwak_james_01,James Kwak,James Kwak,,false
kweon_hyeokmoon_01,Hyeokmoon Kweon,Hyeokmoon Kweon,,false
kwon_spenceryongwook_01,Spencer Yongwook Kwon,Spencer Kwon|Spencer Y. Kwon|Spencer Yongwook Kwon,,false
kyle_alberts_01,Albert S. Kyle,Albert S. Kyle,,false
kyle_jordan_02,Jordan Kyle,Jordan Kyle,,false
kyle_m_03,M. Kyle,M. Kyle,,false
kynch_x_01,Kynch,Kynch,,false
ladapo_joseph_01,Joseph Ladapo,Joseph Ladapo,,false
laffont_jeanjacques_01,Jean-Jacques Laffont,Jean-Jacques Laffont|Laffont,,false
laffont_jeanjaeques_02,Jean-Jaeques Laffont,Jean-Jaeques Laffont,,false
lafortune_jeanne_01,Jeanne Lafortune,Jeanne Lafortune,,false
lagattuta_daniel_01,Daniel LaGattuta,Daniel LaGattuta,,false
lagos_francisco_01,Francisco Lagos,Francisco Lagos,,false
laibson_david_01,David Laibson,David Laibson|Laibson,harvard_laibson_david,true
lakdawalla_darius_01,Darius Lakdawalla,Darius Lakdawalla,,false
lakkaraju_himabindu_01,Himabindu Lakkaraju,Himabindu Lakkaraju,,false
lakonishok_josef_01,Josef Lakonishok,Josef Lakonishok,,false
lamberton_cait_01,Cait Lamberton,Cait Lamberton,,false
lambrecht_anja_01,Anja Lambrecht,Anja Lambrecht,,false
lamont_owen_01,Owen Lamont,Owen Lamont,,false
lan_x_01,X. Lan,X. Lan,,false
landais_camille_01,Camille Landais,Camille Landais,,false
landemore_helene_01,Helene Landemore,Helene Landemore,,false
landier_x_01,Landier,Landier,,false
landon_bruce_01,Bruce Landon,Bruce Landon,,false
landrum_marybeth_01,Mary Beth Landrum,Mary Beth Landrum,,false
lane_nathan_01,Nathan Lane,Nathan Lane,,false
lang_daniel_01,Daniel Lang,Daniel Lang,,false
lang_kevin_02,Kevin Lang,Kevin Lang,,false
langa_ken_01,Ken Langa,Ken Langa,,false
lange_fabian_01,Fabian Lange,Fabian Lange,,false
langenberg_claudia_01,Claudia Langenberg,Claudia Langenberg,,false
lanning_jonathan_01,Jonathan Lanning,Jonathan Lanning,,false
lanzani_giacomo_01,Giacomo Lanzani,Giacomo Lanzani,,false
laporta_rafael_01,Rafael LaPorta,Rafael LaPorta,,false
laroche_patrice_01,Patrice Laroche,Patrice Laroche,,false
larreguy_horacio_01,Horacio Larreguy,Horacio Larreguy,,false
larsen_bradleyj_01,Bradley J. Larsen,Bradley J. Larsen,,false
larson_david_01,David Larson,David Larson,,false
larson_eric_02,Eric Larson,Eric Larson,,false
lasry_x_01,Lasry,Lasry,,false
lau_lawrence_01,Lawrence Lau,Lau|Lawrence Lau,,false
lauer_x_01,Lauer,Lauer,,false
launer_lenorej_01,Lenore J. Launer,Lenore J. Launer|Lenore Launer,,false
laux_fritz_01,Fritz Laux,Fritz Laux,,false
lavy_victor_01,Victor Lavy,VIctor Lavy|Victor Lavy,,false
lazarus_eben_01,Eben Lazarus,Eben Lazarus,,false
lazear_edward_01,Edward Lazear,Edward Lazear,,false
le_quan_01,Quan Le,Quan Le,,false
leahy_johnv_01,John v. Leahy,John v. Leahy,,false
leary_jesse_01,Jesse Leary,Jesse Leary,,false
lebreton_mael_01,"Ma\""el Lebreton","Ma\""el Lebreton",,false
lecomber_x_01,Lecomber,Lecomber,,false
lederluis_jetson_01,Jetson Leder-Luis,Jetson Leder-Luis,,false
lee_benjamin_01,Benjamin Lee,Benjamin Lee,,false
lee_chanwook_02,Chanwook Lee,Chanwook Lee,,false
lee_charles_03,Charles Lee,Charles Lee,,false
lee_edswithr_04,eds. (with R. Lee,eds. (with R. Lee,,false
lee_jamesj_05,James J. Lee,James J. Lee|James Lee,,false
lee_jinhyuk_06,Jinhyuk Lee,J.W. Lee|Jinhyuk Lee,,false
lee_robin_07,Robin Lee,Robin Lee,harvard_lee_robin,true
lee_ronaldd_08,Ronald D Lee,Ronald D Lee,,false
lee_seanchanwook_09,Sean Chanwook Lee,Sean Chanwook Lee,,false
lee_seunghyeong_10,Seung Hyeong Lee,Seung Hyeong Lee,,false
lee_steven_11,Steven Lee,S. Lee|Steven Lee,,false
lee_timothyw_12,Timothy W. Lee,Timothy W. Lee,,false
legateyang_russell_01,Russell Legate-Yang,Russell Legate-Yang,,false
lehrer_stevenf_01,Steven F. Lehrer,Steven F. Lehrer,,false
lei_lihua_01,Lihua Lei,Lihua Lei,,false
leibtag_withephraim_01,with Ephraim Leibtag,with Ephraim Leibtag,,false
leiserson_greg_01,Greg Leiserson,Greg Leiserson,,false
lelarge_claire_01,Claire LeLarge,Claire LeLarge|Claire Lelarge,,false
lemieux_thomas_01,Thomas Lemieux,T. Lemieux|Thomas Lemieux,,false
lencz_todd_01,Todd Lencz,Todd Lencz,,false
leng_yan_01,Yan Leng,Yan Leng,,false
lennes_inga_01,Inga Lennes,Inga Lennes,,false
lensman_todd_01,Todd Lensman,Todd Lensman,,false
leo_pierrede_01,Pierre De Leo,Pierre De Leo,,false
leonard_jonathan_01,Jonathan Leonard,Jonathan Leonard,,false
leonard_withgregoryk_02,with Gregory K. Leonard,with Gregory K. Leonard|with Gregory Leonard,,false
lequien_matthieu_01,Matthieu Lequien,Matthieu Lequien,,false
lerner_josh_02,Josh Lerner,Josh Lerner,,false
lerner_withjosh_01,(with Josh Lerner,(with Josh Lerner,,false
leskovec_jure_01,Jure Leskovec,Jure Leskovec,,false
lethpetersen_soren_01,Soren Leth-Petersen,Soren Leth-Petersen,,false
letourneau_alyssar_01,Alyssa R Letourneau,Alyssa R Letourneau,,false
lettau_martin_01,Martin Lettau,Martin Lettau,,false
leva_marta_01,Marta Leva,Marta Leva,,false
levin_remy_01,Remy Levin,Levin|Remy Levin,,false
levine_ed_01,Ed Levine,Ed Levine|Levine,,false
levinsohn_james_01,James Levinsohn,James Levinsohn,,false
levinsohn_jim_02,Jim Levinsohn,Jim Levinsohn,,false
levintal_o_01,O. Levintal,O. Levintal,,false
levitt_7285withlarry_01,72-85 (with Larry Levitt).,72-85 (with Larry Levitt).,,false
levitt_stevend_01,Steven D. Levitt,Levitt|S. Levitt|Steven D. Levitt|Steven Levitt,,false
levy_antoine_01,Antoine Levy,Antoine Levy,,false
levy_frank_02,Frank Levy,Frank Levy,,false
lewis_danielj_01,Daniel J. Lewis,Daniel J. Lewis|Daniel Lewis,,false
lewis_frank_02,Frank Lewis,F. Lewis|Frank Lewis,,false
lewis_greg_03,Greg Lewis,Greg Lewis,,false
lewis_randall_04,Randall Lewis,Randall Lewis,,false
lewisfaupel_withsean_01,with Sean Lewis-Faupel,with Sean Lewis-Faupel,,false
leyenaar_joannak_01,JoAnna K. Leyenaar,JoAnna K. Leyenaar,,false
lhour_j_01,J. L'Hour,J. L'Hour,,false
lhuillier_hugo_01,Hugo Lhuillier,Hugo Lhuillier,,false
li_daifeng_01,Daifeng Li,Daifeng Li,,false
li_dake_02,Dake Li,Dake Li,,false
li_daviddaokui_03,David Daokui Li,David Daokui Li,,false
li_dexin_04,Dexin Li,Dexin Li,,false
li_deyuan_05,Deyuan Li,Deyuan Li,,false
li_hongbin_06,Hongbin Li,Hongbin Li,,false
li_hongyi_07,Hongyi Li,Hongyi Li,,false
li_hui_08,Hui Li,Hui Li,,false
li_jing_09,Jing Li,J. Li|Jing Li,,false
li_kevin_10,Kevin Li,Kevin Li,,false
li_minkai_11,Minkai Li,Minkai Li,,false
li_nicholas_12,Nicholas Li,Nicholas Li,,false
li_ricky_13,Ricky Li,Ricky Li,,false
li_ruoxi_14,Ruoxi Li,Ruoxi Li,,false
li_shangwen_15,Shangwen Li,Shangwen Li,,false
li_shanjun_16,Shanjun Li,Shanjun Li,,false
li_shengwu_17,Shengwu Li,Li|Shengwu Li,harvard_li_shengwu,true
li_teng_18,Teng Li,Teng Li,,false
li_weining_19,Weining Li,Weining Li,,false
li_withpearlz_20,with Pearl Z. Li,with Pearl Z. Li,,false
li_xiaoying_21,Xiaoying Li,Xiaoying Li,,false
li_yingkai_22,Yingkai Li,Yingkai Li,,false
lian_chen_01,Chen Lian,Chen Lian,,false
liang_annie_01,Annie Liang,Annie Liang,,false
liang_wenquan_02,Wenquan Liang,Wenquan Liang,,false
liano_bgilgomezde_01,B. Gil-Gomez de Liano,B. Gil-Gomez de Liano,,false
liao_gy_01,G.Y. Liao,G. Liao|G.Y. Liao,,false
liao_y_02,Y. Liao,Y. Liao,,false
liao_z_03,Z. Liao,Z. Liao,,false
libecap_g_01,G. Libecap,G. Libecap,,false
liberman_andres_01,Andres Liberman,Andres Liberman,,false
licalzi_m_01,M. LiCalzi,M. LiCalzi,,false
lichtenstein_donald_01,Donald Lichtenstein,Donald Lichtenstein,,false
lichtenstein_paul_02,Paul Lichtenstein,Paul Lichtenstein,,false
liebman_jeffreyb_01,Jeffrey B. Liebman,Jeffrey B. Liebman|Jeffrey Liebman,,false
liegl_sarah_01,Sarah Liegl,Sarah Liegl,,false
lill_christina_01,Christina Lill,Christina Lill,,false
lilley_andrew_01,Andrew Lilley,Andrew Lilley,,false
lim_terence_01,Terence Lim,Terence Lim,,false
lima_lucas_01,Lucas Lima,Lucas Lima,,false
lin_chaeon_01,Chaeon Lin,Chaeon Lin,,false
lin_frina_02,Frina Lin,Frina Lin,,false
lin_july2024withmengyun_03,July 2024 (with Mengyun Lin,July 2024 (with Mengyun Lin,,false
lin_ranie_04,Ranie Lin,Ranie Lin,,false
lin_shelby_05,Shelby Lin,Shelby Lin,,false
lin_yatang_06,Yatang Lin,Yatang Lin,,false
linck_suzanne_01,Suzanne Linck,Suzanne Linck,,false
lincoln_bryan_01,Bryan Lincoln,Bryan Lincoln,,false
lindau_stacytessler_01,Stacy Tessler Lindau,Stacy Tessler Lindau,,false
lindauer_david_01,David Lindauer,David Lindauer,,false
linden_leigh_01,Leigh Linden,L. Linden|Leigh Linden,,false
lindor_rachela_01,Rachel A. Lindor,Rachel A. Lindor,,false
lindquist_tammie_01,Tammie Lindquist,Tammie Lindquist,,false
linn_joshua_01,Joshua Linn,Joshua Linn,,false
linner_richardkarlsson_01,Richard Karlsson Linn\'er,Richard Karlsson Linn\'er,,false
linner_richardkarlsson_01,Richard Karlsson Linner,Richard Karlsson Linner,,false
linos_elizabeth_01,Elizabeth Linos,Elizabeth Linos,,false
linton_oliver_01,Oliver Linton,Oliver Linton,,false
lions_x_01,Lions,Lions,,false
lipsitz_m_01,M. Lipsitz,M. Lipsitz,,false
lipton_david_01,David Lipton,David Lipton,,false
liscow_zachary_01,Zachary Liscow,Zachary Liscow,,false
list_johna_01,John A. List,John A. List|John List|List,,false
little_roderick_01,Roderick Little,Roderick Little,,false
liu_ernest_01,Ernest Liu,Ernest Liu,,false
liu_junxi_02,Junxi Liu,Jun Liu|Junxi Liu,,false
liu_meijun_03,Meijun Liu,Meijun Liu,,false
liu_w_04,W. Liu,W. Liu,,false
liu_xueyue_05,Xueyue Liu,Xueyue Liu,,false
liu_zhikuo_06,Zhikuo Liu,Zhikuo Liu,,false
liu_zhu_07,Zhu Liu,Zhu Liu,,false
lizzeri_alessandro_01,Alessandro Lizzeri,A. Lizzeri|Alessandro Lizzeri,,false
ljungqvist_x_01,Ljungqvist,Ljungqvist,,false
llerasmuney_adriana_01,Adriana Lleras-Muney,Adriana Lleras-Muney,,false
lo_andrew_01,Andrew Lo).,Andrew Lo).,,false
lo_stephanie_01,Stephanie Lo,Stephanie Lo,,false
lob_m_01,M Lob,M Lob,,false
lobel_ilan_01,Ilan Lobel,Ilan Lobel,,false
lobo_jose_01,Jose Lobo,Jose Lobo,,false
lobuglio_stefan_01,Stefan LoBuglio,Stefan LoBuglio,,false
loebbing_jonas_01,Jonas Loebbing,Jonas Loebbing,,false
loewenstein_george_01,George Loewenstein,G. Loewenstein|George Loewenstein,,false
loewenstein_mark_02,Mark Loewenstein,Mark Loewenstein,,false
loewenstein_y_03,Y. Loewenstein,Y. Loewenstein,,false
loisel_tristan_01,Tristan Loisel,Tristan Loisel,,false
loisel_tritan_02,Tritan Loisel,Tritan Loisel,,false
long_genia_01,Genia Long,Genia Long,,false
long_jbradfordde_02,J. Bradford De Long,J. Bradford De Long,,false
long_p6370withpeter_01,p. 63-70 (with Peter Long).,p. 63-70 (with Peter Long).,,false
loon_rjdpottervan_01,R.J.D. Potter van Loon,R.J.D. Potter van Loon,,false
looney_adam_01,Adam Looney,Adam Looney,,false
loos_vandermatthijsjhm_01,van der Matthijs J.H.M. Loos,van der Matthijs J.H.M. Loos,,false
lopezdesilanes_florencio_01,Florencio L\'opez-de-Silanes,Florencio L\'opez-de-Silanes,,false
lopezdesilanes_florencio_01,Florencio Lopez-de-Silanes,Florencio Lopez-de-Silanes|Lopez-de-Silanes,,false
lopezrodriguez_david_01,David Lopez-Rodriguez,David Lopez-Rodriguez,,false
lopezsalido_david_01,David L\'opez-Salido,David L\'opez-Salido,,false
lordan_article114675withgrace_01,Article 114675 (with Grace Lordan,Article 114675 (with Grace Lordan,,false
lorenzoni_guido_01,Guido Lorenzoni,G. Lorenzoni|Guido Lorenzoni,,false
loury_glenn_01,Glenn Loury,G. Loury|Glenn Loury|Loury,,false
loveman_gary_01,Gary Loveman,Gary Loveman,,false
low_david_01,David Low,David Low,,false
lowe_matt_01,Matt Lowe,Matt Lowe,,false
loza_francine_01,Francine Loza,Francine Loza,,false
lozano_rafael_01,Rafael Lozano,Rafael Lozano,,false
lu_sifan_01,Sifan Lu,Sifan Lu,,false
lu_susanfeng_02,Susan Feng Lu,Susan Feng Lu,,false
luan_jianan_01,Jian'an Luan,Jian'an Luan,,false
lubold_shane_01,Shane Lubold,Shane Lubold,,false
luca_giacomode_01,Giacomo De Luca,Giacomo De Luca,,false
luca_michael_02,Michael Luca,Michael Luca,,false
lucas_rf_01,R.F. Lucas,R.F. Lucas,,false
lucier_brendan_01,Brendan Lucier,Brendan Lucier,,false
luck_stephan_01,Stephan Luck,Stephan Luck,,false
ludvigson_sydney_01,Sydney Ludvigson,Sydney Ludvigson,,false
ludwig_david_01,David Ludwig,David Ludwig,,false
ludwig_jenso_02,Jens O Ludwig,J Ludwig|Jens Ludwig|Jens O Ludwig,,false
lumsdaine_robin_01,Robin Lumsdaine,Lumsdaine|Robin Lumsdaine,,false
lunde_asger_01,Asger Lunde,Asger Lunde,,false
luo_kaicheng_01,Kaicheng Luo,Kaicheng Luo,,false
luo_siyi_02,Siyi Luo,Siyi Luo,,false
luo_withkaicheng_03,with Kaicheng Luo,with Kaicheng Luo,,false
luo_withye_04,with Ye Luo,with Ye Luo,,false
luo_y_05,Y. Luo,Y. Luo,,false
lupia_arthur_01,Arthur Lupia,Arthur Lupia,,false
lustig_josh_01,Josh Lustig,Josh Lustig|Lustig,,false
luttmer_erzofp_01,Erzo F.P. Luttmer,Erzo F.P. Luttmer,,false
lutz_byron_01,Byron Lutz,Byron Lutz,,false
ly_danp_01,Dan P. Ly,Dan Ly|Dan P. Ly,,false
lyle_davidautorwithdavid_01,David Autor with David Lyle,David Autor with David Lyle,,false
lyle_davids_02,David S. Lyle,David S. Lyle,,false
lyons_rk_01,R.K. Lyons,R. Lyons|R.K. Lyons,,false
m_dprelec_01,D. Prelec. M,D. Prelec. M,,false
ma_garyqiurui_01,Gary Qiurui Ma,Gary Qiurui Ma,,false
ma_yueran_02,Yueran Ma,Yueran Ma,,false
macdonald_g_01,G. MacDonald,G. MacDonald,,false
machado_helene_01,Helene Machado,Helene Machado,,false
machery_edouard_01,Edouard Machery,Edouard Machery,,false
mackillop_james_01,James MacKillop,James MacKillop,,false
mackin_christopher_01,Christopher Mackin,Chris Mackin|Christopher Mackin,,false
maclean_p11801201withkatherine_01,p. 1180-1201 (with Katherine Maclean,p. 1180-1201 (with Katherine Maclean,,false
macroeconomics_brookingspapers_01,Brookings Papers: Macroeconomics,Brookings Papers: Macroeconomics,,false
maddox_karenejoynt_01,Karen E. Joynt Maddox,Karen E. Joynt Maddox,,false
madland_david_01,David Madland,David Madland,,false
madrian_115143withbrigitte_01,115-143 (with Brigitte Madrian).,115-143 (with Brigitte Madrian).,,false
madrian_brigittec_01,Brigitte C. Madrian,Brigitte C. Madrian|Brigitte Madrian,,false
madrian_p97178withbrigitte_02,p. 97-178 (with Brigitte Madrian).,p. 97-178 (with Brigitte Madrian).,,false
maenhout_pascalj_01,Pascal J. Maenhout,Pascal J. Maenhout,,false
maestas_nicole_01,Nicole Maestas,Nicole Maestas,,false
maggiori_x_01,Maggiori,Maggiori,,false
